create_dt,metric_id,feature_id,feature_name,metrics,display_names,operating_system_type,Date,Value
31-01-2025,10000020,7,LOG IN,DR_Login Page Visits,Login Page Visits,Both,24-11-2024,126982
31-01-2025,10000021,7,LOG IN,DR_Successful logins,Login Success Rate,Both,24-11-2024,85.654
31-01-2025,10000022,7,LOG IN,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Both,24-11-2024,76.407
31-01-2025,10000023,7,LOG IN,DR_Clicks to MFA Verification,with TSV,Both,24-11-2024,13.783
31-01-2025,10000024,7,LOG IN,DR_Clicks on Forgot User ID,User ID Recovery,Both,24-11-2024,0.94
31-01-2025,10000025,7,LOG IN,Clicks on Forgot Password,Password Reset,Both,24-11-2024,1.292
31-01-2025,10000026,7,LOG IN,DR_Need to Register,Registration,Both,24-11-2024,0.953
31-01-2025,10000027,9,OVER ALL,DR_Visits,Visits,Both,24-11-2024,127604
31-01-2025,10000028,9,OVER ALL,Unique Visitors,Visitors,Both,24-11-2024,111978
31-01-2025,10000029,9,OVER ALL,Page Views,Page Views,Both,24-11-2024,1930620
31-01-2025,10000030,9,OVER ALL,Average Time Spent on Page,Average Time Spent (mins),Both,24-11-2024,8.6
31-01-2025,10000031,9,OVER ALL,DR_New Visitors,New Visitors,Both,24-11-2024,4.033
31-01-2025,10000032,9,OVER ALL,DR_Server Errors,Server Errors,Both,24-11-2024,5.251
31-01-2025,10000033,9,OVER ALL,DR_Overall Chat,Visits to Chat,Both,24-11-2024,4.776
31-01-2025,10000034,9,OVER ALL,DR_Message Us,Visits to Chat (Bot),Both,24-11-2024,3.219
31-01-2025,10000035,9,OVER ALL,DR_Agent Chat,Visits to Agent Chat (Skip bot),Both,24-11-2024,1.807
31-01-2025,10000036,9,OVER ALL,DR_Self Service Initiated,Visits to Self Service Features,Both,24-11-2024,54.374
31-01-2025,10000037,9,OVER ALL,DR_CoxApp | Visits with Chat and No Self Service Initiated,Visits with Chat but No Self Service,Both,24-11-2024,1.122
31-01-2025,10000038,9,OVER ALL,DR_CoxApp | Visits with No Self Service and No Chat,Visits with Neither Self Service nor Chat,Both,24-11-2024,31.244
31-01-2025,10000039,9,OVER ALL,DR_CoxApp | Visits not logged in,Not Logged-in Visits,Both,24-11-2024,14.262
31-01-2025,10000040,11,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Both,24-11-2024,7375
31-01-2025,10000041,11,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Both,24-11-2024,93.953
31-01-2025,10000042,11,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Both,24-11-2024,29.932
31-01-2025,10000043,11,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Both,24-11-2024,45.461
31-01-2025,10000044,11,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Both,24-11-2024,15.933
31-01-2025,10000045,11,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Both,24-11-2024,1.654
31-01-2025,10000046,11,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Both,24-11-2024,0.014
31-01-2025,10000047,11,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Both,24-11-2024,0.122
31-01-2025,10000048,12,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Both,24-11-2024,1186
31-01-2025,10000049,12,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Both,24-11-2024,93.929
31-01-2025,10000050,12,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Both,24-11-2024,35.907
31-01-2025,10000051,12,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Both,24-11-2024,41.293
31-01-2025,10000052,12,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Both,24-11-2024,18.312
31-01-2025,10000053,12,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Both,24-11-2024,1.349
31-01-2025,10000054,12,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Both,24-11-2024,0.084
31-01-2025,10000055,12,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Both,24-11-2024,0
31-01-2025,10000056,15,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Both,24-11-2024,5054
31-01-2025,10000057,15,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Both,24-11-2024,3.898
31-01-2025,10000058,15,SMART HELP,DR_SmartHelp - Result,Saw a Result,Both,24-11-2024,87.817
31-01-2025,10000059,15,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Both,24-11-2024,65.318
31-01-2025,10000060,15,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Both,24-11-2024,13.295
31-01-2025,10000061,15,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Both,24-11-2024,10.983
31-01-2025,10000062,15,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Both,24-11-2024,1.603
31-01-2025,10000063,15,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Both,24-11-2024,63.653
31-01-2025,10000064,15,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Both,24-11-2024,59.838
31-01-2025,10000065,15,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Both,24-11-2024,15.045
31-01-2025,10000066,15,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Both,24-11-2024,21.417
31-01-2025,10000067,15,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Both,24-11-2024,4.942
31-01-2025,10000068,15,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Both,24-11-2024,14.206
31-01-2025,10000069,15,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Both,24-11-2024,14.761
31-01-2025,10000070,15,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Both,24-11-2024,17.016
31-01-2025,10000071,15,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Both,24-11-2024,1.484
31-01-2025,10000072,15,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Both,24-11-2024,0.356
31-01-2025,10000073,15,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Both,24-11-2024,1.583
31-01-2025,1,1,BIL LING,DR_Visits to Billing Home,Billing Section Visits,Apple iOS,25-11-2024,58120
31-01-2025,2,1,BIL LING,DR_Billing Make a Payment,Make Payments,Apple iOS,25-11-2024,33.73
31-01-2025,3,1,BIL LING,DR_Client Errors on Make Payment,Client Errors on Payment Page,Apple iOS,25-11-2024,0
31-01-2025,4,1,BIL LING,DR_Server Errors on Make Payment,Server Errors on Payment Page,Apple iOS,25-11-2024,0
31-01-2025,5,1,BIL LING,DR_Payment Submit,Payment Submit,Apple iOS,25-11-2024,31.419
31-01-2025,6,1,BIL LING,DR_Payments,Payment Success Rate,Apple iOS,25-11-2024,97.563
31-01-2025,7,1,BIL LING,DR_Promise to Pay,Promise to Pay - Linkout,Apple iOS,25-11-2024,0
31-01-2025,8,1,BIL LING,DR_Promise to Pay (Native),Promise to Pay - Native,Apple iOS,25-11-2024,5.105
31-01-2025,9,1,BIL LING,DR_CoxApp | Billing - Additional time to pay (Link out),Additional time to pay - Linkout,Apple iOS,25-11-2024,70.442
31-01-2025,10,1,BIL LING,DR_CoxApp | Billing - Future date payment (Link out),Future date payment - Linkout,Apple iOS,25-11-2024,9.875
31-01-2025,11,1,BIL LING,DR_Billing - View Bill Details,Bill Downloads,Apple iOS,25-11-2024,10.609
31-01-2025,12,1,BIL LING,DR_Billing - Activity & Statements,Activity & Statements,Apple iOS,25-11-2024,8.333
31-01-2025,13,1,BIL LING,DR_Billing - Automatic Payments,Easy Pay Enrollments,Apple iOS,25-11-2024,3.543
31-01-2025,14,1,BIL LING,DR_Billing - Manage Payment Methods,Payment Method Changes,Apple iOS,25-11-2024,4.124
31-01-2025,15,1,BIL LING,DR_Billing - Agreements & Discounts,Agreement & Discounts,Apple iOS,25-11-2024,3.059
31-01-2025,16,1,BIL LING,DR_Billing - Bill Delivery,Bill Delivery Options,Apple iOS,25-11-2024,1.106
31-01-2025,17,1,BIL LING,DR_Billing - Edit Billing Address,Address Changes,Apple iOS,25-11-2024,0.229
31-01-2025,18,1,BIL LING,DR_Billing - Move My Service,Move Service,Apple iOS,25-11-2024,0.986
31-01-2025,19,1,BIL LING,DR_Billing visits to chat,Billing_Interacted with chat,Apple iOS,25-11-2024,3.716
31-01-2025,96,7,LOG IN,DR_Login Page Visits,Login Page Visits,Apple iOS,25-11-2024,115984
31-01-2025,97,7,LOG IN,DR_Successful logins,Login Success Rate,Apple iOS,25-11-2024,86.308
31-01-2025,98,7,LOG IN,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Apple iOS,25-11-2024,83.904
31-01-2025,99,7,LOG IN,DR_Clicks to MFA Verification,with TSV,Apple iOS,25-11-2024,16.255
31-01-2025,100,7,LOG IN,DR_Clicks on Forgot User ID,User ID Recovery,Apple iOS,25-11-2024,0.769
31-01-2025,101,7,LOG IN,Clicks on Forgot Password,Password Reset,Apple iOS,25-11-2024,1.112
31-01-2025,102,7,LOG IN,DR_Need to Register,Registration,Apple iOS,25-11-2024,0.844
31-01-2025,115,9,OVER ALL,DR_Visits,Visits,Apple iOS,25-11-2024,116462
31-01-2025,116,9,OVER ALL,Unique Visitors,Visitors,Apple iOS,25-11-2024,101365
31-01-2025,117,9,OVER ALL,Page Views,Page Views,Apple iOS,25-11-2024,1524040
31-01-2025,118,9,OVER ALL,Average Time Spent on Page,Average Time Spent (mins),Apple iOS,25-11-2024,3.8
31-01-2025,119,9,OVER ALL,DR_New Visitors,New Visitors,Apple iOS,25-11-2024,4.497
31-01-2025,120,9,OVER ALL,DR_Server Errors,Server Errors,Apple iOS,25-11-2024,1.663
31-01-2025,121,9,OVER ALL,DR_Overall Chat,Visits to Chat,Apple iOS,25-11-2024,5.062
31-01-2025,122,9,OVER ALL,DR_Message Us,Visits to Chat (Bot),Apple iOS,25-11-2024,3.468
31-01-2025,123,9,OVER ALL,DR_Agent Chat,Visits to Agent Chat (Skip bot),Apple iOS,25-11-2024,1.809
31-01-2025,124,9,OVER ALL,DR_Self Service Initiated,Visits to Self Service Features,Apple iOS,25-11-2024,53.248
31-01-2025,125,9,OVER ALL,DR_CoxApp | Visits with Chat and No Self Service Initiated,Visits with Chat but No Self Service,Apple iOS,25-11-2024,1.327
31-01-2025,126,9,OVER ALL,DR_CoxApp | Visits with No Self Service and No Chat,Visits with Neither Self Service nor Chat,Apple iOS,25-11-2024,32.65
31-01-2025,127,9,OVER ALL,DR_CoxApp | Visits not logged in,Not Logged-in Visits,Apple iOS,25-11-2024,13.566
31-01-2025,140,11,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Apple iOS,25-11-2024,4976
31-01-2025,141,11,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Apple iOS,25-11-2024,94.293
31-01-2025,142,11,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Apple iOS,25-11-2024,30.754
31-01-2025,143,11,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Apple iOS,25-11-2024,46.377
31-01-2025,144,11,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Apple iOS,25-11-2024,15.644
31-01-2025,145,11,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Apple iOS,25-11-2024,0
31-01-2025,146,11,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Apple iOS,25-11-2024,0
31-01-2025,147,11,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Apple iOS,25-11-2024,0
31-01-2025,148,12,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Apple iOS,25-11-2024,819
31-01-2025,149,12,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Apple iOS,25-11-2024,92.308
31-01-2025,150,12,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Apple iOS,25-11-2024,33.201
31-01-2025,151,12,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Apple iOS,25-11-2024,39.947
31-01-2025,152,12,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Apple iOS,25-11-2024,18.915
31-01-2025,153,12,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Apple iOS,25-11-2024,0
31-01-2025,154,12,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Apple iOS,25-11-2024,0
31-01-2025,155,12,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Apple iOS,25-11-2024,0
31-01-2025,182,15,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Apple iOS,25-11-2024,3466
31-01-2025,183,15,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Apple iOS,25-11-2024,3.664
31-01-2025,184,15,SMART HELP,DR_SmartHelp - Result,Saw a Result,Apple iOS,25-11-2024,100
31-01-2025,185,15,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Apple iOS,25-11-2024,66.142
31-01-2025,186,15,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Apple iOS,25-11-2024,16.535
31-01-2025,187,15,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Apple iOS,25-11-2024,7.874
31-01-2025,188,15,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Apple iOS,25-11-2024,1.5
31-01-2025,189,15,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Apple iOS,25-11-2024,59.81
31-01-2025,190,15,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Apple iOS,25-11-2024,55.62
31-01-2025,191,15,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Apple iOS,25-11-2024,18.717
31-01-2025,192,15,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Apple iOS,25-11-2024,22.238
31-01-2025,193,15,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Apple iOS,25-11-2024,4.679
31-01-2025,194,15,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Apple iOS,25-11-2024,14.858
31-01-2025,195,15,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Apple iOS,25-11-2024,18.754
31-01-2025,196,15,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Apple iOS,25-11-2024,16.878
31-01-2025,197,15,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Apple iOS,25-11-2024,1.933
31-01-2025,198,15,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Apple iOS,25-11-2024,0.375
31-01-2025,199,15,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Apple iOS,25-11-2024,1.731
31-01-2025,237,1,BIL LING,DR_Visits to Billing Home,Billing Section Visits,Google Android,25-11-2024,16841
31-01-2025,238,1,BIL LING,DR_Billing Make a Payment,Make Payments,Google Android,25-11-2024,33.787
31-01-2025,239,1,BIL LING,DR_Client Errors on Make Payment,Client Errors on Payment Page,Google Android,25-11-2024,0
31-01-2025,240,1,BIL LING,DR_Server Errors on Make Payment,Server Errors on Payment Page,Google Android,25-11-2024,1.178
31-01-2025,241,1,BIL LING,DR_Payment Submit,Payment Submit,Google Android,25-11-2024,28.751
31-01-2025,242,1,BIL LING,DR_Payments,Payment Success Rate,Google Android,25-11-2024,98.348
31-01-2025,243,1,BIL LING,DR_Promise to Pay,Promise to Pay - Linkout,Google Android,25-11-2024,0
31-01-2025,244,1,BIL LING,DR_Promise to Pay (Native),Promise to Pay - Native,Google Android,25-11-2024,8.485
31-01-2025,245,1,BIL LING,DR_CoxApp | Billing - Additional time to pay (Link out),Additional time to pay - Linkout,Google Android,25-11-2024,65.22
31-01-2025,246,1,BIL LING,DR_CoxApp | Billing - Future date payment (Link out),Future date payment - Linkout,Google Android,25-11-2024,9.167
31-01-2025,247,1,BIL LING,DR_Billing - View Bill Details,Bill Downloads,Google Android,25-11-2024,5.356
31-01-2025,248,1,BIL LING,DR_Billing - Activity & Statements,Activity & Statements,Google Android,25-11-2024,8.705
31-01-2025,249,1,BIL LING,DR_Billing - Automatic Payments,Easy Pay Enrollments,Google Android,25-11-2024,3.45
31-01-2025,250,1,BIL LING,DR_Billing - Manage Payment Methods,Payment Method Changes,Google Android,25-11-2024,3.901
31-01-2025,251,1,BIL LING,DR_Billing - Agreements & Discounts,Agreement & Discounts,Google Android,25-11-2024,3.42
31-01-2025,252,1,BIL LING,DR_Billing - Bill Delivery,Bill Delivery Options,Google Android,25-11-2024,1.235
31-01-2025,253,1,BIL LING,DR_Billing - Edit Billing Address,Address Changes,Google Android,25-11-2024,0.232
31-01-2025,254,1,BIL LING,DR_Billing - Move My Service,Move Service,Google Android,25-11-2024,0.718
31-01-2025,255,1,BIL LING,DR_Billing visits to chat,Billing_Interacted with chat,Google Android,25-11-2024,3.563
31-01-2025,332,7,LOG IN,DR_Login Page Visits,Login Page Visits,Google Android,25-11-2024,35608
31-01-2025,333,7,LOG IN,DR_Successful logins,Login Success Rate,Google Android,25-11-2024,84.824
31-01-2025,334,7,LOG IN,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Google Android,25-11-2024,50.874
31-01-2025,335,7,LOG IN,DR_Clicks to MFA Verification,with TSV,Google Android,25-11-2024,6.909
31-01-2025,336,7,LOG IN,DR_Clicks on Forgot User ID,User ID Recovery,Google Android,25-11-2024,1.525
31-01-2025,337,7,LOG IN,Clicks on Forgot Password,Password Reset,Google Android,25-11-2024,1.764
31-01-2025,338,7,LOG IN,DR_Need to Register,Registration,Google Android,25-11-2024,2.185
31-01-2025,351,9,OVER ALL,DR_Visits,Visits,Google Android,25-11-2024,35820
31-01-2025,352,9,OVER ALL,Unique Visitors,Visitors,Google Android,25-11-2024,32319
31-01-2025,353,9,OVER ALL,Page Views,Page Views,Google Android,25-11-2024,743760
31-01-2025,354,9,OVER ALL,Average Time Spent on Page,Average Time Spent (mins),Google Android,25-11-2024,4.6
31-01-2025,355,9,OVER ALL,DR_New Visitors,New Visitors,Google Android,25-11-2024,5.24
31-01-2025,356,9,OVER ALL,DR_Server Errors,Server Errors,Google Android,25-11-2024,15.416
31-01-2025,357,9,OVER ALL,DR_Overall Chat,Visits to Chat,Google Android,25-11-2024,4.799
31-01-2025,358,9,OVER ALL,DR_Message Us,Visits to Chat (Bot),Google Android,25-11-2024,3.596
31-01-2025,359,9,OVER ALL,DR_Agent Chat,Visits to Agent Chat (Skip bot),Google Android,25-11-2024,1.474
31-01-2025,360,9,OVER ALL,DR_Self Service Initiated,Visits to Self Service Features,Google Android,25-11-2024,52.479
31-01-2025,361,9,OVER ALL,DR_CoxApp | Visits with Chat and No Self Service Initiated,Visits with Chat but No Self Service,Google Android,25-11-2024,1.092
31-01-2025,362,9,OVER ALL,DR_CoxApp | Visits with No Self Service and No Chat,Visits with Neither Self Service nor Chat,Google Android,25-11-2024,33.255
31-01-2025,363,9,OVER ALL,DR_CoxApp | Visits not logged in,Not Logged-in Visits,Google Android,25-11-2024,15.248
31-01-2025,376,11,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Google Android,25-11-2024,1708
31-01-2025,377,11,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Google Android,25-11-2024,93.911
31-01-2025,378,11,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Google Android,25-11-2024,28.928
31-01-2025,379,11,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Google Android,25-11-2024,37.594
31-01-2025,380,11,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Google Android,25-11-2024,15.773
31-01-2025,381,11,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Google Android,25-11-2024,5.269
31-01-2025,382,11,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Google Android,25-11-2024,0.176
31-01-2025,383,11,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Google Android,25-11-2024,0.995
31-01-2025,384,12,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Google Android,25-11-2024,317
31-01-2025,385,12,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Google Android,25-11-2024,94.637
31-01-2025,386,12,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Google Android,25-11-2024,35.667
31-01-2025,387,12,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Google Android,25-11-2024,28
31-01-2025,388,12,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Google Android,25-11-2024,15.667
31-01-2025,389,12,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Google Android,25-11-2024,4.416
31-01-2025,390,12,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Google Android,25-11-2024,0.631
31-01-2025,391,12,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Google Android,25-11-2024,0
31-01-2025,416,15,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Google Android,25-11-2024,1642
31-01-2025,417,15,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Google Android,25-11-2024,4.689
31-01-2025,418,15,SMART HELP,DR_SmartHelp - Result,Saw a Result,Google Android,25-11-2024,81.818
31-01-2025,419,15,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Google Android,25-11-2024,50.794
31-01-2025,420,15,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Google Android,25-11-2024,23.81
31-01-2025,421,15,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Google Android,25-11-2024,14.286
31-01-2025,422,15,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Google Android,25-11-2024,1.34
31-01-2025,423,15,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Google Android,25-11-2024,56.882
31-01-2025,424,15,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Google Android,25-11-2024,54.283
31-01-2025,425,15,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Google Android,25-11-2024,12.527
31-01-2025,426,15,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Google Android,25-11-2024,18.308
31-01-2025,427,15,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Google Android,25-11-2024,4.497
31-01-2025,428,15,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Google Android,25-11-2024,18.308
31-01-2025,429,15,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Google Android,25-11-2024,18.392
31-01-2025,430,15,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Google Android,25-11-2024,16.748
31-01-2025,431,15,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Google Android,25-11-2024,1.523
31-01-2025,432,15,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Google Android,25-11-2024,0.365
31-01-2025,433,15,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Google Android,25-11-2024,2.253
31-01-2025,1000001,1,BIL LING,DR_Visits to Billing Home,Billing Section Visits,Both,25-11-2024,74961
31-01-2025,1000002,1,BIL LING,DR_Billing Make a Payment,Make Payments,Both,25-11-2024,33.743
31-01-2025,1000003,1,BIL LING,DR_Client Errors on Make Payment,Client Errors on Payment Page,Both,25-11-2024,0
31-01-2025,1000004,1,BIL LING,DR_Server Errors on Make Payment,Server Errors on Payment Page,Both,25-11-2024,0.265
31-01-2025,1000005,1,BIL LING,DR_Payment Submit,Payment Submit,Both,25-11-2024,30.82
31-01-2025,1000006,1,BIL LING,DR_Payments,Payment Success Rate,Both,25-11-2024,97.728
31-01-2025,1000007,1,BIL LING,DR_Promise to Pay,Promise to Pay - Linkout,Both,25-11-2024,0
31-01-2025,1000008,1,BIL LING,DR_Promise to Pay (Native),Promise to Pay - Native,Both,25-11-2024,5.864
31-01-2025,1000009,1,BIL LING,DR_CoxApp | Billing - Additional time to pay (Link out),Additional time to pay - Linkout,Both,25-11-2024,68.744
31-01-2025,10000010,1,BIL LING,DR_CoxApp | Billing - Future date payment (Link out),Future date payment - Linkout,Both,25-11-2024,9.645
31-01-2025,10000011,1,BIL LING,DR_Billing - View Bill Details,Bill Downloads,Both,25-11-2024,9.429
31-01-2025,10000012,1,BIL LING,DR_Billing - Activity & Statements,Activity & Statements,Both,25-11-2024,8.416
31-01-2025,10000013,1,BIL LING,DR_Billing - Automatic Payments,Easy Pay Enrollments,Both,25-11-2024,3.522
31-01-2025,10000014,1,BIL LING,DR_Billing - Manage Payment Methods,Payment Method Changes,Both,25-11-2024,4.074
31-01-2025,10000015,1,BIL LING,DR_Billing - Agreements & Discounts,Agreement & Discounts,Both,25-11-2024,3.14
31-01-2025,10000016,1,BIL LING,DR_Billing - Bill Delivery,Bill Delivery Options,Both,25-11-2024,1.135
31-01-2025,10000017,1,BIL LING,DR_Billing - Edit Billing Address,Address Changes,Both,25-11-2024,0.229
31-01-2025,10000018,1,BIL LING,DR_Billing - Move My Service,Move Service,Both,25-11-2024,0.926
31-01-2025,10000019,1,BIL LING,DR_Billing visits to chat,Billing_Interacted with chat,Both,25-11-2024,3.682
31-01-2025,10000020,7,LOG IN,DR_Login Page Visits,Login Page Visits,Both,25-11-2024,151592
31-01-2025,10000021,7,LOG IN,DR_Successful logins,Login Success Rate,Both,25-11-2024,85.959
31-01-2025,10000022,7,LOG IN,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Both,25-11-2024,76.248
31-01-2025,10000023,7,LOG IN,DR_Clicks to MFA Verification,with TSV,Both,25-11-2024,14.059
31-01-2025,10000024,7,LOG IN,DR_Clicks on Forgot User ID,User ID Recovery,Both,25-11-2024,0.947
31-01-2025,10000025,7,LOG IN,Clicks on Forgot Password,Password Reset,Both,25-11-2024,1.265
31-01-2025,10000026,7,LOG IN,DR_Need to Register,Registration,Both,25-11-2024,1.159
31-01-2025,10000027,9,OVER ALL,DR_Visits,Visits,Both,25-11-2024,152282
31-01-2025,10000028,9,OVER ALL,Unique Visitors,Visitors,Both,25-11-2024,133684
31-01-2025,10000029,9,OVER ALL,Page Views,Page Views,Both,25-11-2024,2267800
31-01-2025,10000030,9,OVER ALL,Average Time Spent on Page,Average Time Spent (mins),Both,25-11-2024,8.4
31-01-2025,10000031,9,OVER ALL,DR_New Visitors,New Visitors,Both,25-11-2024,4.672
31-01-2025,10000032,9,OVER ALL,DR_Server Errors,Server Errors,Both,25-11-2024,4.898
