metric_id,metrics,display_names,operating_system_type,feature_name,unique_identifier,level_1,level_2,level_3,level_4,level_5,hierarchy_id,parent_id_old,metric_sequence_num,level_no,feature_id,parent_id,metric_nature,create_dt
280,DR_Total Data Usage Visits,Total Data Usage Visits,Google Android,DATA USAGE,DU,Total Data Usage Visits,,,,,Google Android_DU_1,,44,1,3,,Positive,2025-01-27
281,DR_Data Plan upgrade,Data Plan Upgrade,Google Android,DATA USAGE,DU,,Data Plan Upgrade,,,,Google Android_DU_1.1,Google Android_DU_1,45,2,3,280.0,Positive,2025-01-27
282,DR_Data Usage Learn More,Learn More,Google Android,DATA USAGE,DU,,Learn More,,,,Google Android_DU_1.2,Google Android_DU_1,46,2,3,280.0,Positive,2025-01-27
283,DR_Data Usage Courtesy Credits,Courtesy Credit,Google Android,DATA USAGE,DU,,Courtesy Credit,,,,Google Android_DU_1.3,Google Android_DU_1,47,2,3,280.0,Positive,2025-01-27
284,DR_Total Data Usage >=75%,Data usage >=75%,Google Android,DATA USAGE,DU,,Data usage >=75%,,,,Google Android_DU_1.4,Google Android_DU_1,48,2,3,280.0,Positive,2025-01-27
285,DR_Total Data Usage >=100%,Data usage >=100%,Google Android,DATA USAGE,DU,,Data usage >=100%,,,,Google Android_DU_1.5,Google Android_DU_1,49,2,3,280.0,Positive,2025-01-27
286,DR_Data Usage - Agent Chat Started,Data_usage Interacted with Chat,Google Android,DATA USAGE,DU,,Data_usage Interacted with Chat,,,,Google Android_DU_1.6,Google Android_DU_1,50,2,3,280.0,Negative,2025-01-27
287,DR_Direct Ecomm Visits Traffic from to Cox.com,Total Visits from web ecomm,Google Android,E COMMERCE,EC,,,,,,,,51,1,4,,Positive,2025-01-27
288,DR_Direct Ecomm order Traffic sent from cox.com,Total Orders from web ecomm,Google Android,E COMMERCE,EC,,,,,,,,52,1,4,,Positive,2025-01-27
289,DR_Direct Ecomm Traffic sent from App to cox.com,Visits sent from app to cox.com,Google Android,E COMMERCE,EC,Visits sent from app to cox.com,,,,,Google Android_EC_1,,53,1,4,,Positive,2025-01-27
290,DR_Direct Ecomm order Traffic sent from App to cox.com,Orders generated,Google Android,E COMMERCE,EC,,,,,,,,54,1,4,,Positive,2025-01-27
291,DR_Data Plan Upgrade Ecomm Traffic sent from App to cox.com,Data Usage,Google Android,E COMMERCE,EC,,Data Usage,,,,Google Android_EC_1.1,Google Android_EC_1,55,2,4,289.0,Positive,2025-01-27
292,DR_Service Plan Upgrade Ecomm Traffic sent from App to cox.com,Plan Changes,Google Android,E COMMERCE,EC,,Plan Changes,,,,Google Android_EC_1.2,Google Android_EC_1,56,2,4,289.0,Positive,2025-01-27
293,DR_CRO Ecomm Traffic sent from App to cox.com,CRO,Google Android,E COMMERCE,EC,,CRO,,,,Google Android_EC_1.3,Google Android_EC_1,57,2,4,289.0,Positive,2025-01-27
294,DR_Transfer Ecomm Traffic sent from App to cox.com,Transfer,Google Android,E COMMERCE,EC,,Transfer,,,,Google Android_EC_1.4,Google Android_EC_1,58,2,4,289.0,Positive,2025-01-27
295,DR_Visits where One EC Card was shown,Easy Connect Eligible Visits,Google Android,EASY CON NECT,ECN,Easy Connect Eligible Visits,,,,,Google Android_ECN_1,,59,1,5,,Positive,2025-01-27
296,DR_EC Flow>Success,Overall Success,Google Android,EASY CON NECT,ECN,,Overall Success,,,,Google Android_ECN_1.1,Google Android_ECN_1,60,2,5,295.0,Positive,2025-01-27
297,DR_EC>Failure,Overall Failure,Google Android,EASY CON NECT,ECN,,Overall Failure,,,,Google Android_ECN_1.2,Google Android_ECN_1,61,2,5,295.0,Negative,2025-01-27
298,DR_EC Flow>Timeout,Overall Timeout,Google Android,EASY CON NECT,ECN,,Overall Timeout,,,,Google Android_ECN_1.3,Google Android_ECN_1,62,2,5,295.0,Negative,2025-01-27
299,DR_EC>No Result,Overall No Result,Google Android,EASY CON NECT,ECN,,Overall No Result,,,,Google Android_ECN_1.4,Google Android_ECN_1,63,2,5,295.0,Negative,2025-01-27
300,DR_Easy Connect - Started,Started the Flow,Google Android,EASY CON NECT,ECN,,Started the Flow,,,,Google Android_ECN_1.5,Google Android_ECN_1,64,2,5,295.0,Positive,2025-01-27
301,DR_Easy Connect Started - Success,Success,Google Android,EASY CON NECT,ECN,,,Success,,,Google Android_ECN_1.5.1,Google Android_ECN_1.5,65,3,5,300.0,Positive,2025-01-27
302,DR_Easy Connect Started - Failure,Failure,Google Android,EASY CON NECT,ECN,,,Failure,,,Google Android_ECN_1.5.2,Google Android_ECN_1.5,66,3,5,300.0,Negative,2025-01-27
303,DR_Easy Connect Started - Timeout,Timeout,Google Android,EASY CON NECT,ECN,,,Timeout,,,Google Android_ECN_1.5.3,Google Android_ECN_1.5,67,3,5,300.0,Negative,2025-01-27
304,DR_Easy Connect Started - No Result,No Result,Google Android,EASY CON NECT,ECN,,,No Result,,,Google Android_ECN_1.5.4,Google Android_ECN_1.5,68,3,5,300.0,Negative,2025-01-27
305,DR_Easy Connect - Started Agent Chat,Easyconnect_Interacted with Chat,Google Android,EASY CON NECT,ECN,,,Easyconnect_Interacted with Chat,,,Google Android_ECN_1.5.5,Google Android_ECN_1.5,69,3,5,300.0,Negative,2025-01-27
306,DR_Visits who did not Start EC Flow,Did Not Start the Flow,Google Android,EASY CON NECT,ECN,,Did Not Start the Flow,,,,Google Android_ECN_1.6,Google Android_ECN_1,70,2,5,295.0,Negative,2025-01-27
307,DR_Visits who did not Start EC Flow - Success,Did_not Success,Google Android,EASY CON NECT,ECN,,,Did_not Success,,,Google Android_ECN_1.6.1,Google Android_ECN_1.6,71,3,5,306.0,Positive,2025-01-27
308,DR_Visits who did not Start EC Flow - Failure,Did_not Failure,Google Android,EASY CON NECT,ECN,,,Did_not Failure,,,Google Android_ECN_1.6.2,Google Android_ECN_1.6,72,3,5,306.0,Negative,2025-01-27
309,DR_Visits who did not Start EC Flow - No Result,Did_not No Result,Google Android,EASY CON NECT,ECN,,,Did_not No Result,,,Google Android_ECN_1.6.3,Google Android_ECN_1.6,73,3,5,306.0,Negative,2025-01-27
310,DR_Easy Connect - Self install success,,Google Android,EASY CON NECT,ECN,,,,,,,,74,1,5,,,2025-01-27
311,DR_Easy Connect - Self install Timeout,,Google Android,EASY CON NECT,ECN,,,,,,,,75,1,5,,,2025-01-27
312,cancel,,Google Android,KEY WORDS,KW,,,,,,,,76,1,6,,,2025-01-27
313,cancel service,,Google Android,KEY WORDS,KW,,,,,,,,77,1,6,,,2025-01-27
314,modem,,Google Android,KEY WORDS,KW,,,,,,,,78,1,6,,,2025-01-27
315,speed test,,Google Android,KEY WORDS,KW,,,,,,,,79,1,6,,,2025-01-27
316,outage,,Google Android,KEY WORDS,KW,,,,,,,,80,1,6,,,2025-01-27
317,bill,,Google Android,KEY WORDS,KW,,,,,,,,81,1,6,,,2025-01-27
318,install,,Google Android,KEY WORDS,KW,,,,,,,,82,1,6,,,2025-01-27
319,hotspot,,Google Android,KEY WORDS,KW,,,,,,,,83,1,6,,,2025-01-27
320,outage map,,Google Android,KEY WORDS,KW,,,,,,,,84,1,6,,,2025-01-27
321,email,,Google Android,KEY WORDS,KW,,,,,,,,85,1,6,,,2025-01-27
322,activate,,Google Android,KEY WORDS,KW,,,,,,,,86,1,6,,,2025-01-27
323,fiber,,Google Android,KEY WORDS,KW,,,,,,,,87,1,6,,,2025-01-27
324,moving,,Google Android,KEY WORDS,KW,,,,,,,,88,1,6,,,2025-01-27
325,upgrade,,Google Android,KEY WORDS,KW,,,,,,,,89,1,6,,,2025-01-27
326,plans,,Google Android,KEY WORDS,KW,,,,,,,,90,1,6,,,2025-01-27
327,outages,,Google Android,KEY WORDS,KW,,,,,,,,91,1,6,,,2025-01-27
328,customer service,,Google Android,KEY WORDS,KW,,,,,,,,92,1,6,,,2025-01-27
329,set up,,Google Android,KEY WORDS,KW,,,,,,,,93,1,6,,,2025-01-27
330,speed,,Google Android,KEY WORDS,KW,,,,,,,,94,1,6,,,2025-01-27
331,set up new modem,,Google Android,KEY WORDS,KW,,,,,,,,95,1,6,,,2025-01-27
332,DR_Login Page Visits,Login Page Visits,Google Android,LOG IN,LI,Login Page Visits,,,,,Google Android_LI_1,,96,1,7,,Positive,2025-01-27
333,DR_Successful logins,Login Success Rate,Google Android,LOG IN,LI,,Login Success Rate,,,,Google Android_LI_1.1,Google Android_LI_1,97,2,7,332.0,Positive,2025-01-27
334,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Google Android,LOG IN,LI,,,Share of Auto Login (Remember/Biometrics),,,Google Android_LI_1.1.1,Google Android_LI_1.1,98,3,7,333.0,Positive,2025-01-27
335,DR_Clicks to MFA Verification,with TSV,Google Android,LOG IN,LI,,with TSV,,,,Google Android_LI_1.2,Google Android_LI_1,99,2,7,332.0,Positive,2025-01-27
336,DR_Clicks on Forgot User ID,User ID Recovery,Google Android,LOG IN,LI,,User ID Recovery,,,,Google Android_LI_1.3,Google Android_LI_1,100,2,7,332.0,Negative,2025-01-27
337,Clicks on Forgot Password,Password Reset,Google Android,LOG IN,LI,,Password Reset,,,,Google Android_LI_1.4,Google Android_LI_1,101,2,7,332.0,Negative,2025-01-27
338,DR_Need to Register,Registration,Google Android,LOG IN,LI,,Registration,,,,Google Android_LI_1.5,Google Android_LI_1,102,2,7,332.0,Positive,2025-01-27
339,DR_Notification status Exists,Notifi_center Visits with Bell icon,Google Android,NOTIFICATION CENTER,NC,Notifi_center Visits with Bell icon,,,,,Google Android_NC_1,,103,1,8,,Positive,2025-01-27
340,DR_Notification received visits,Notifi_center Visits with new notifications,Google Android,NOTIFICATION CENTER,NC,,Notifi_center Visits with new notifications,,,,Google Android_NC_1.1,Google Android_NC_1,104,2,8,339.0,Positive,2025-01-27
341,DR_Notification page Visits,Notifi_center Clicked bell with new notifications,Google Android,NOTIFICATION CENTER,NC,,,Notifi_center Clicked bell with new notifications,,,Google Android_NC_1.1.1,Google Android_NC_1.1,105,3,8,340.0,Positive,2025-01-27
342,DR_Notification Viewed with new notifications,Notifi_center Viewed,Google Android,NOTIFICATION CENTER,NC,,,,Notifi_center Viewed,,Google Android_NC_1.1.1.1,Google Android_NC_1.1.1,106,4,8,341.0,Positive,2025-01-27
343,DR_Notification Declined with new notifications,Notifi_center Declined,Google Android,NOTIFICATION CENTER,NC,,,,Notifi_center Declined,,Google Android_NC_1.1.1.2,Google Android_NC_1.1.1,107,4,8,341.0,Negative,2025-01-27
344,DR_Notification accepted with new notifications,Notifi_center Accepted,Google Android,NOTIFICATION CENTER,NC,,,,Notifi_center Accepted,,Google Android_NC_1.1.1.3,Google Android_NC_1.1.1,108,4,8,341.0,Positive,2025-01-27
345,DR_No action on new notifications,Notifi_center No Action,Google Android,NOTIFICATION CENTER,NC,,,,Notifi_center No Action,,Google Android_NC_1.1.1.4,Google Android_NC_1.1.1,109,4,8,341.0,Negative,2025-01-27
346,DR_Notifications not received visits,Notifi_center Visits with no new notifications,Google Android,NOTIFICATION CENTER,NC,,Notifi_center Visits with no new notifications,,,,Google Android_NC_1.2,Google Android_NC_1,110,2,8,339.0,Negative,2025-01-27
347,DR_Notification Viewed with no new notifications,with no new notifi Viewed,Google Android,NOTIFICATION CENTER,NC,,,,with no new notifi Viewed,,Google Android_NC_1.2.0.1,Google Android_NC_1.2.0,111,4,8,,Positive,2025-01-27
348,DR_Notification Declined with no new notification,with no new notifi Declined,Google Android,NOTIFICATION CENTER,NC,,,,with no new notifi Declined,,Google Android_NC_1.2.0.2,Google Android_NC_1.2.0,112,4,8,,Negative,2025-01-27
349,DR_Notification accepted with no new notifications,with no new notifi Accepted,Google Android,NOTIFICATION CENTER,NC,,,,with no new notifi Accepted,,Google Android_NC_1.2.0.3,Google Android_NC_1.2.0,113,4,8,,Positive,2025-01-27
350,DR_No action on no new notifications,with no new notifi No Action,Google Android,NOTIFICATION CENTER,NC,,,,with no new notifi No Action,,Google Android_NC_1.2.0.4,Google Android_NC_1.2.0,114,4,8,,Negative,2025-01-27
351,DR_Visits,Visits,Google Android,OVER ALL,OA,Visits,,,,,Google Android_OA_1,,115,1,9,,Positive,2025-01-27
352,Unique Visitors,Visitors,Google Android,OVER ALL,OA,,,,,,,,116,1,9,,Positive,2025-01-27
353,Page Views,Page Views,Google Android,OVER ALL,OA,,,,,,,,117,1,9,,Positive,2025-01-27
354,Average Time Spent on Page,Average Time Spent (mins),Google Android,OVER ALL,OA,,,,,,,,118,1,9,,Negative,2025-01-27
355,DR_New Visitors,New Visitors,Google Android,OVER ALL,OA,,New Visitors,,,,Google Android_OA_1.1,Google Android_OA_1,119,2,9,351.0,Positive,2025-01-27
356,DR_Server Errors,Server Errors,Google Android,OVER ALL,OA,,Server Errors,,,,Google Android_OA_1.2,Google Android_OA_1,120,2,9,351.0,Negative,2025-01-27
357,DR_Overall Chat,Visits to Chat,Google Android,OVER ALL,OA,,Visits to Chat,,,,Google Android_OA_1.3,Google Android_OA_1,121,2,9,351.0,Negative,2025-01-27
358,DR_continuing chat from new chat page,Continuing chat from new chat page,Google Android,OVER ALL,OA,,,,,,,,122,1,9,,,2025-01-27
359,DR_Message Us,Visits to Chat (Bot),Google Android,OVER ALL,OA,,Visits to Chat (Bot),,,,Google Android_OA_1.4,Google Android_OA_1,123,2,9,351.0,Negative,2025-01-27
360,DR_Agent Chat,Visits to Agent Chat (Skip bot),Google Android,OVER ALL,OA,,Visits to Agent Chat (Skip bot),,,,Google Android_OA_1.5,Google Android_OA_1,124,2,9,351.0,Negative,2025-01-27
361,DR_Self Service Initiated,Visits to Self Service Features,Google Android,OVER ALL,OA,,Visits to Self Service Features,,,,Google Android_OA_1.6,Google Android_OA_1,125,2,9,351.0,Positive,2025-01-27
362,DR_CoxApp | Visits with Chat and No Self Service Initiated,Visits with Chat but No Self Service,Google Android,OVER ALL,OA,,Visits with Chat but No Self Service,,,,Google Android_OA_1.7,Google Android_OA_1,126,2,9,351.0,Negative,2025-01-27
363,DR_CoxApp | Visits with No Self Service and No Chat,Visits with Neither Self Service nor Chat,Google Android,OVER ALL,OA,,Visits with Neither Self Service nor Chat,,,,Google Android_OA_1.8,Google Android_OA_1,127,2,9,351.0,Negative,2025-01-27
364,DR_CoxApp | Visits not logged in,Not Logged-in Visits,Google Android,OVER ALL,OA,,Not Logged-in Visits,,,,Google Android_OA_1.9,Google Android_OA_1,128,2,9,351.0,Negative,2025-01-27
365,DR_Native Registration Home Page,Visits to Registration Home Page,Google Android,RE GISTRATION (NATIVE),RG(,Visits to Registration Home Page,,,,,Google Android_RG(_1,,129,1,10,,Positive,2025-01-27
366,DR_Native Registration Confirmation,New Registrations,Google Android,RE GISTRATION (NATIVE),RG(,,New Registrations,,,,Google Android_RG(_1.1,Google Android_RG(_1,130,2,10,365.0,Positive,2025-01-27
367,DR_Native Registration - Already Registered,Already Registered,Google Android,RE GISTRATION (NATIVE),RG(,,Already Registered,,,,Google Android_RG(_1.2,Google Android_RG(_1,131,2,10,365.0,Positive,2025-01-27
368,DR_Native Registration - Did not Registered,Did not Register,Google Android,RE GISTRATION (NATIVE),RG(,,Did not Register,,,,Google Android_RG(_1.3,Google Android_RG(_1,132,2,10,365.0,Negative,2025-01-27
369,DR_Native Registration - Email Lookup,Email Lookup,Google Android,RE GISTRATION (NATIVE),RG(,Email Lookup,,,,,Google Android_RG(_2,,133,1,10,,Positive,2025-01-27
370,DR_Native Registration - Email Lookup Success,Email Lookup Success Rate,Google Android,RE GISTRATION (NATIVE),RG(,,Email Lookup Success Rate,,,,Google Android_RG(_2.1,Google Android_RG(_2,134,2,10,369.0,Positive,2025-01-27
371,DR_Native Registration - Server Form Errors,Reg_native Server Errors,Google Android,RE GISTRATION (NATIVE),RG(,,Reg_native Server Errors,,,,Google Android_RG(_2.2,Google Android_RG(_2,135,2,10,369.0,Negative,2025-01-27
372,DR_CoxApp | Chat from Registration Flow,Reg_native Interacted with Chat,Google Android,RE GISTRATION (NATIVE),RG(,,Reg_native Interacted with Chat,,,,Google Android_RG(_2.3,Google Android_RG(_2,136,2,10,369.0,Negative,2025-01-27
373,DR_Native Registration - Intent to Register,Intent to Register,Google Android,RE GISTRATION (NATIVE),RG(,Intent to Register,,,,,Google Android_RG(_3,,137,1,10,,Positive,2025-01-27
374,DR_Native Registration Success,Funnel Success Rate,Google Android,RE GISTRATION (NATIVE),RG(,,Funnel Success Rate,,,,Google Android_RG(_3.1,Google Android_RG(_3,138,2,10,373.0,Positive,2025-01-27
375,DR_Native Registration - Phone Lookup,Phone Lookup,Google Android,RE GISTRATION (NATIVE),RG(,Phone Lookup,,,,,Google Android_RG(_4,,139,1,10,,Positive,2025-01-27
376,DR_Native Registration - Phone Lookup Success,Phone Lookup Success Rate,Google Android,RE GISTRATION (NATIVE),RG(,,Phone Lookup Success Rate,,,,Google Android_RG(_4.1,Google Android_RG(_4,140,2,10,375.0,Positive,2025-01-27
377,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Google Android,RESET MODEM,RM,Reset Modem Start Page Visits,,,,,Google Android_RM_1,,141,1,11,,Positive,2025-01-27
378,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Google Android,RESET MODEM,RM,,Started Reset Process,,,,Google Android_RM_1.1,Google Android_RM_1,142,2,11,377.0,Positive,2025-01-27
379,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Google Android,RESET MODEM,RM,,,Reset Process Complete,,,Google Android_RM_1.1.1,Google Android_RM_1.1,143,3,11,378.0,Positive,2025-01-27
380,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Google Android,RESET MODEM,RM,,,Reset Process Incomplete,,,Google Android_RM_1.1.2,Google Android_RM_1.1,144,3,11,378.0,Negative,2025-01-27
381,DR_Reset Modem Error -DMCA,DMCA Error,Google Android,RESET MODEM,RM,,DMCA Error,,,,Google Android_RM_1.2,Google Android_RM_1,145,2,11,377.0,Negative,2025-01-27
382,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Google Android,RESET MODEM,RM,,,Reset_Modem Interacted with Chat,,,Google Android_RM_1.2.1,Google Android_RM_1.2,146,3,11,381.0,Negative,2025-01-27
383,DR_Reset Modem - Error Outage,Error Outage,Google Android,RESET MODEM,RM,,Error Outage,,,,Google Android_RM_1.3,Google Android_RM_1,147,2,11,377.0,Negative,2025-01-27
384,DR_Reset Modem Error - Non Pay,Non Pay Error,Google Android,RESET MODEM,RM,,Non Pay Error,,,,Google Android_RM_1.4,Google Android_RM_1,148,2,11,377.0,Negative,2025-01-27
385,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Google Android,RESET TV BOX,RTB,Reset TV Box Start Page Visits,,,,,Google Android_RTB_1,,149,1,12,,Positive,2025-01-27
386,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Google Android,RESET TV BOX,RTB,,Reset_TV Started Reset Process,,,,Google Android_RTB_1.1,Google Android_RTB_1,150,2,12,385.0,Positive,2025-01-27
387,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Google Android,RESET TV BOX,RTB,,,Reset_TV Process Complete,,,Google Android_RTB_1.1.1,Google Android_RTB_1.1,151,3,12,386.0,Positive,2025-01-27
388,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Google Android,RESET TV BOX,RTB,,,Reset_TV Process Incomplete,,,Google Android_RTB_1.1.2,Google Android_RTB_1.1,152,3,12,386.0,Negative,2025-01-27
389,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Google Android,RESET TV BOX,RTB,,Reset_TV DMCA Error,,,,Google Android_RTB_1.2,Google Android_RTB_1,153,2,12,385.0,Negative,2025-01-27
390,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Google Android,RESET TV BOX,RTB,,,Reset_TV Interacted with Chat,,,Google Android_RTB_1.2.1,Google Android_RTB_1.2,154,3,12,389.0,Negative,2025-01-27
391,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Google Android,RESET TV BOX,RTB,,Reset_TV Error Outage,,,,Google Android_RTB_1.3,Google Android_RTB_1,155,2,12,385.0,Negative,2025-01-27
392,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Google Android,RESET TV BOX,RTB,,Reset_TV Non Pay Error,,,,Google Android_RTB_1.4,Google Android_RTB_1,156,2,12,385.0,Negative,2025-01-27
393,DR_Alert Type Visits,Visits with Service Alert,Google Android,SERVICE ALERT,SA,Visits with Service Alert,,,,,Google Android_SA_1,,157,1,13,,Negative,2025-01-27
394,DR_Outage Alert,Service_alert Outage,Google Android,SERVICE ALERT,SA,,Service_alert Outage,,,,Google Android_SA_1.1,Google Android_SA_1,158,2,13,393.0,Negative,2025-01-27
395,Dr_Campaign Rolloff Alert,Service_alert Campaign Rolloff,Google Android,SERVICE ALERT,SA,,Service_alert Campaign Rolloff,,,,Google Android_SA_1.2,Google Android_SA_1,159,2,13,393.0,Negative,2025-01-27
396,Dr_NonPay Suspension Alert,Service_alert NonPay Suspension,Google Android,SERVICE ALERT,SA,,Service_alert NonPay Suspension,,,,Google Android_SA_1.3,Google Android_SA_1,160,2,13,393.0,Negative,2025-01-27
397,Dr_Network Construction Alert,Service_alert Network Construction,Google Android,SERVICE ALERT,SA,,Service_alert Network Construction,,,,Google Android_SA_1.4,Google Android_SA_1,161,2,13,393.0,Negative,2025-01-27
398,Dr_DMCA Termination Alert,Service_alert DMCA Termination,Google Android,SERVICE ALERT,SA,,Service_alert DMCA Termination,,,,Google Android_SA_1.5,Google Android_SA_1,162,2,13,393.0,Negative,2025-01-27
399,server:error:CC-EACCES,,Google Android,SERVER ERRORS,SE,,,,,,,,163,1,14,,,2025-01-27
400,server:error:CC-INVALID_CREDS,,Google Android,SERVER ERRORS,SE,,,,,,,,164,1,14,,,2025-01-27
401,server:error:CC-INTERNAL_ERROR,,Google Android,SERVER ERRORS,SE,,,,,,,,165,1,14,,,2025-01-27
402,server:error:CC-TOKEN_EXPIRED,,Google Android,SERVER ERRORS,SE,,,,,,,,166,1,14,,,2025-01-27
403,server:error:null,,Google Android,SERVER ERRORS,SE,,,,,,,,167,1,14,,,2025-01-27
404,server:error:unable_to_retrieve_data_usage_information_at_this_time,,Google Android,SERVER ERRORS,SE,,,,,,,,168,1,14,,,2025-01-27
405,server:error:CC-ACCOUNT_NOT_FOUND,,Google Android,SERVER ERRORS,SE,,,,,,,,169,1,14,,,2025-01-27
406,server:error:CC-USERNAME-ALREADY-EXISTS,,Google Android,SERVER ERRORS,SE,,,,,,,,170,1,14,,,2025-01-27
407,server:error:CC-INVALID_ZIPCODE,,Google Android,SERVER ERRORS,SE,,,,,,,,171,1,14,,,2025-01-27
408,server:error:CC-INVALID_CVV,,Google Android,SERVER ERRORS,SE,,,,,,,,172,1,14,,,2025-01-27
409,server:error:CC-INVALID_CARD_NUMBER,,Google Android,SERVER ERRORS,SE,,,,,,,,173,1,14,,,2025-01-27
410,server:error:CC-DUPLICATE_PAYMENT,,Google Android,SERVER ERRORS,SE,,,,,,,,174,1,14,,,2025-01-27
411,server:error:CC-PASSWORD_DENIED,,Google Android,SERVER ERRORS,SE,,,,,,,,175,1,14,,,2025-01-27
412,server:error:CC-CURRENT_PIN_INVALID,,Google Android,SERVER ERRORS,SE,,,,,,,,176,1,14,,,2025-01-27
413,server:error:CC-PASSWORD_EXPIRED,,Google Android,SERVER ERRORS,SE,,,,,,,,177,1,14,,,2025-01-27
414,server:error:CC-PAYMENT_METHOD_RESTRICTED,,Google Android,SERVER ERRORS,SE,,,,,,,,178,1,14,,,2025-01-27
415,server:error:MappingTemplate,,Google Android,SERVER ERRORS,SE,,,,,,,,179,1,14,,,2025-01-27
416,server:error:CC-ICOMS_API_ERROR,,Google Android,SERVER ERRORS,SE,,,,,,,,180,1,14,,,2025-01-27
417,DR_SmartHelp - Landing Page,Devices Page Visits,Google Android,SMART HELP,SH,Devices Page Visits,,,,,Google Android_SH_1,,181,1,15,,Positive,2025-01-27
418,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Google Android,SMART HELP,SH,,Started Troubleshooting (Solution Center),,,,Google Android_SH_1.1,Google Android_SH_1,182,2,15,417.0,Positive,2025-01-27
419,DR_SmartHelp - Result,Saw a Result,Google Android,SMART HELP,SH,,,Saw a Result,,,Google Android_SH_1.1.1,Google Android_SH_1.1,183,3,15,418.0,Positive,2025-01-27
420,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Google Android,SMART HELP,SH,,,,1st common reason (Unknown),,Google Android_SH_1.1.1.1,Google Android_SH_1.1.1,184,4,15,419.0,Negative,2025-01-27
421,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Google Android,SMART HELP,SH,,,,2nd common reason (Disconnected),,Google Android_SH_1.1.1.2,Google Android_SH_1.1.1,185,4,15,419.0,Negative,2025-01-27
422,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Google Android,SMART HELP,SH,,,,3rd common reason (Incomplete Install),,Google Android_SH_1.1.1.3,Google Android_SH_1.1.1,186,4,15,419.0,Negative,2025-01-27
423,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Google Android,SMART HELP,SH,,Did a Device Reboot,,,,Google Android_SH_1.2,Google Android_SH_1,187,2,15,417.0,Positive,2025-01-27
424,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Google Android,SMART HELP,SH,,Started Proactive and Preventive (P&P),,,,Google Android_SH_1.3,Google Android_SH_1,188,2,15,417.0,Positive,2025-01-27
425,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Google Android,SMART HELP,SH,,,Started P&P troubleshooting,,,Google Android_SH_1.3.1,Google Android_SH_1.3,189,3,15,424.0,Positive,2025-01-27
426,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Google Android,SMART HELP,SH,,,Smarthelp Reset Complete,,,Google Android_SH_1.3.2,Google Android_SH_1.3,190,3,15,424.0,Positive,2025-01-27
427,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Google Android,SMART HELP,SH,,,Schedule Tech,,,Google Android_SH_1.3.3,Google Android_SH_1.3,191,3,15,424.0,Positive,2025-01-27
428,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Google Android,SMART HELP,SH,,,Connect with Agent,,,Google Android_SH_1.3.4,Google Android_SH_1.3,192,3,15,424.0,Negative,2025-01-27
429,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Google Android,SMART HELP,SH,,,Smarthelp_P&P Interacted with Chat,,,Google Android_SH_1.3.5,Google Android_SH_1.3,193,3,15,424.0,Negative,2025-01-27
430,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Google Android,SMART HELP,SH,,Clicked Billing & Account Support,,,,Google Android_SH_1.4,Google Android_SH_1,194,2,15,417.0,Positive,2025-01-27
431,DR_SmartHelp - Internet Support,Clicked Internet Support,Google Android,SMART HELP,SH,,Clicked Internet Support,,,,Google Android_SH_1.5,Google Android_SH_1,195,2,15,417.0,Positive,2025-01-27
432,DR_SmartHelp - TV Support,Clicked TV Support,Google Android,SMART HELP,SH,,Clicked TV Support,,,,Google Android_SH_1.6,Google Android_SH_1,196,2,15,417.0,Positive,2025-01-27
433,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Google Android,SMART HELP,SH,,Clicked Homelife Support,,,,Google Android_SH_1.7,Google Android_SH_1,197,2,15,417.0,Positive,2025-01-27
434,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Google Android,SMART HELP,SH,,Smarthelp_Interacted with Chat,,,,Google Android_SH_1.8,Google Android_SH_1,198,2,15,417.0,Negative,2025-01-27
435,DR_Support Home,Support Home Visits,Google Android,S UPPORT,SU,Support Home Visits,,,,,Google Android_SU_1,,199,1,16,,Positive,2025-01-27
