"containment_metric_id","primary_intent","primary_intent_detail","sub_contact_id","selfservice_containment","initial_channel","lob","contact_dt","containment_rate","hs_feature_name","cont_display_metric_name","create_dt"
"63","Phone Support","Phone General Support","41","41","CoxApp","R","2024-10-06","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"23","Manage Services","Cox Complete Care","29","27","CoxApp","R","2024-10-06","93.1","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"52","Internet Support","Internet Service Interruption","192","156","CoxApp","R","2024-10-06","81.25","S UPPORT","Support_containment_rate","2025-02-19"
"67","TV Support","TV Features","10","8","CoxApp","R","2024-10-06","80.0","S UPPORT","Support_containment_rate","2025-02-19"
"60","Mobile Support","Mobile Protection Plan","5","0","CoxApp","R","2024-10-06","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"36","General Support","Mobile App","2","2","CoxApp","R","2024-10-06","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"13","Billing","Usage Inquiry","10504","10459","CoxApp","R","2024-10-05","99.57","BIL LING","Billing_containment_rate","2025-02-19"
"14","Billing","Usage Inquiry","10504","10459","CoxApp","R","2024-10-05","99.57","DATA USAGE","Datausage_containment_rate","2025-02-19"
"50","Internet Support","Internet General Support","1127","1119","CoxApp","R","2024-10-05","99.29","S UPPORT","Support_containment_rate","2025-02-19"
"2","Equipment Support","PnP","1788","1561","CoxApp","R","2024-10-05","87.3","SMART HELP","PnP_containment_rate","2025-02-19"
"35","General Support","General Inquiry","630","629","CoxApp","R","2024-10-05","99.84","S UPPORT","Support_containment_rate","2025-02-19"
"12","Billing","Statement Inquiry","1490","1478","CoxApp","R","2024-10-05","99.19","BIL LING","Billing_containment_rate","2025-02-19"
"68","TV Support","TV General Inquiry","37","37","CoxApp","R","2024-10-05","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"7","Billing","Non-Pay Suspension/Disconnect","2401","2348","CoxApp","R","2024-10-05","97.79","BIL LING","Billing_containment_rate","2025-02-19"
"59","Mobile Support","Mobile General Support","362","362","CoxApp","R","2024-10-05","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"76","Security Support","Security Mobile App","33","32","CoxApp","R","2024-10-05","96.97","S UPPORT","Support_containment_rate","2025-02-19"
"49","Internet Support","Internet General Inquiry","4","4","CoxApp","R","2024-10-05","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"31","Manage Services","Restart/Reconnect Service","1","1","CoxApp","R","2024-10-05","100.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"16","Account Settings","Contact Preferences","4","4","CoxApp","R","2024-10-05","100.0","LOG IN","Login_containment_rate","2025-02-19"
"24","Manage Services","Disconnect/Downgrade","115","90","CoxApp","R","2024-10-05","78.26","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"74","Security Support","Security General Inquiry","15","14","CoxApp","R","2024-10-05","93.33","S UPPORT","Support_containment_rate","2025-02-19"
"67","TV Support","TV Features","2","2","CoxApp","R","2024-10-05","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"26","Manage Services","None","88","87","CoxApp","R","2024-10-05","98.86","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Manage Services","None","88","87","CoxApp","R","2024-10-05","98.86","S UPPORT","Support_containment_rate","2025-02-19"
"20","Account Settings","Privacy","2","2","CoxApp","R","2024-10-05","100.0","LOG IN","Login_containment_rate","2025-02-19"
"40","Equipment Support","Device Swap","4","2","CoxApp","R","2024-10-05","50.0","S UPPORT","Support_containment_rate","2025-02-19"
"1","Equipment Support","SmartHelp","1307","1237","CoxApp","R","2024-10-05","94.64","SMART HELP","Smarthelp_containment_rate","2025-02-19"
"15","Account Settings","Access/Authenticate","59","58","CoxApp","R","2024-10-05","98.31","LOG IN","Login_containment_rate","2025-02-19"
"25","Manage Services","Move Address","518","434","CoxApp","R","2024-10-05","83.78","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"21","Equipment Support","Add/Upgrade","8","6","CoxApp","R","2024-10-05","75.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Equipment Support","Add/Upgrade","8","6","CoxApp","R","2024-10-05","75.0","S UPPORT","Support_containment_rate","2025-02-19"
"53","Internet Support","Internet Service Quality","19","14","CoxApp","R","2024-10-05","73.68","S UPPORT","Support_containment_rate","2025-02-19"
"48","Internet Support","Internet Features","699","692","CoxApp","R","2024-10-05","99.0","S UPPORT","Support_containment_rate","2025-02-19"
"5","Billing","Billing Preferences","233","232","CoxApp","R","2024-10-05","99.57","BIL LING","Billing_containment_rate","2025-02-19"
"26","Equipment Support","None","31","30","CoxApp","R","2024-10-05","96.77","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Equipment Support","None","31","30","CoxApp","R","2024-10-05","96.77","S UPPORT","Support_containment_rate","2025-02-19"
"34","General Support","Complaint/Escalation","2","0","CoxApp","R","2024-10-05","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"3","Billing","Billing Concern","1211","1187","CoxApp","R","2024-10-05","98.02","BIL LING","Billing_containment_rate","2025-02-19"
"42","Equipment Support","Internet Pods","35","33","CoxApp","R","2024-10-05","94.29","S UPPORT","Support_containment_rate","2025-02-19"
"63","Phone Support","Phone General Support","39","39","CoxApp","R","2024-10-05","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"41","Equipment Support","Equipment Return","4","3","CoxApp","R","2024-10-05","75.0","S UPPORT","Support_containment_rate","2025-02-19"
"54","Internet Support","Manage Equipment","2","1","CoxApp","R","2024-10-05","50.0","S UPPORT","Support_containment_rate","2025-02-19"
"55","Internet Support","Speedtest","3","3","CoxApp","R","2024-10-05","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"18","Account Settings","Identity Management - Users","3018","2999","CoxApp","R","2024-10-05","99.37","LOG IN","Login_containment_rate","2025-02-19"
"4","Billing","Billing General","19674","19645","CoxApp","R","2024-10-05","99.85","BIL LING","Billing_containment_rate","2025-02-19"
"8","Billing","Pay Bill","22851","22822","CoxApp","R","2024-10-05","99.87","BIL LING","Billing_containment_rate","2025-02-19"
"45","Equipment Support","Reboot","4944","4814","CoxApp","R","2024-10-05","97.37","S UPPORT","Support_containment_rate","2025-02-19"
"30","Manage Services","Repackage","899","858","CoxApp","R","2024-10-05","95.44","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"11","Billing","Payment Method","238","236","CoxApp","R","2024-10-05","99.16","BIL LING","Billing_containment_rate","2025-02-19"
"70","TV Support","TV Mobile App","289","289","CoxApp","R","2024-10-05","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"62","Phone Support","Phone Features","69","69","CoxApp","R","2024-10-05","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"9","Billing","Payment Arrangement","2705","2667","CoxApp","R","2024-10-05","98.6","BIL LING","Billing_containment_rate","2025-02-19"
"69","TV Support","TV General Support","155","152","CoxApp","R","2024-10-05","98.06","S UPPORT","Support_containment_rate","2025-02-19"
"60","Mobile Support","Mobile Protection Plan","6","1","CoxApp","R","2024-10-05","16.67","S UPPORT","Support_containment_rate","2025-02-19"
"58","Mobile Support","Mobile General Inquiry","87","83","CoxApp","R","2024-10-05","95.4","S UPPORT","Support_containment_rate","2025-02-19"
"6","Billing","EasyPay","881","875","CoxApp","R","2024-10-05","99.32","BIL LING","Billing_containment_rate","2025-02-19"
"52","Internet Support","Internet Service Interruption","244","198","CoxApp","R","2024-10-05","81.15","S UPPORT","Support_containment_rate","2025-02-19"
"23","Manage Services","Cox Complete Care","22","20","CoxApp","R","2024-10-05","90.91","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"36","General Support","Mobile App","5","5","CoxApp","R","2024-10-05","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"72","TV Support","TV Service Quality","4","0","CoxApp","R","2024-10-05","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"21","Manage Services","Add/Upgrade","1862","1807","CoxApp","R","2024-10-05","97.05","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Manage Services","Add/Upgrade","1862","1807","CoxApp","R","2024-10-05","97.05","S UPPORT","Support_containment_rate","2025-02-19"
"33","General Support","All Service Interruption","1205","1167","CoxApp","R","2024-10-05","96.85","S UPPORT","Support_containment_rate","2025-02-19"
"51","Internet Support","Internet Mobile App","1949","1938","CoxApp","R","2024-10-05","99.44","S UPPORT","Support_containment_rate","2025-02-19"
"27","Manage Services","Offer/Deal Inquiry","525","502","CoxApp","R","2024-10-05","95.62","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"17","Account Settings","Identity Management - Profile","1531","1507","CoxApp","R","2024-10-05","98.43","LOG IN","Login_containment_rate","2025-02-19"
"64","Phone Support","Phone Service Interruption","1","1","CoxApp","R","2024-10-05","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"37","General Support","Partial/Degraded Services","1","0","CoxApp","R","2024-10-05","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"50","Internet Support","Internet General Support","1348","1331","CoxApp","R","2024-10-04","98.74","S UPPORT","Support_containment_rate","2025-02-19"
"68","TV Support","TV General Inquiry","29","28","CoxApp","R","2024-10-04","96.55","S UPPORT","Support_containment_rate","2025-02-19"
"42","Equipment Support","Internet Pods","27","27","CoxApp","R","2024-10-04","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"33","General Support","All Service Interruption","2354","2309","CoxApp","R","2024-10-04","98.09","S UPPORT","Support_containment_rate","2025-02-19"
"13","Billing","Usage Inquiry","10844","10759","CoxApp","R","2024-10-04","99.22","BIL LING","Billing_containment_rate","2025-02-19"
"14","Billing","Usage Inquiry","10844","10759","CoxApp","R","2024-10-04","99.22","DATA USAGE","Datausage_containment_rate","2025-02-19"
"59","Mobile Support","Mobile General Support","412","411","CoxApp","R","2024-10-04","99.76","S UPPORT","Support_containment_rate","2025-02-19"
"26","Manage Services","None","107","103","CoxApp","R","2024-10-04","96.26","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Manage Services","None","107","103","CoxApp","R","2024-10-04","96.26","S UPPORT","Support_containment_rate","2025-02-19"
"34","General Support","Complaint/Escalation","4","0","CoxApp","R","2024-10-04","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"53","Internet Support","Internet Service Quality","16","11","CoxApp","R","2024-10-04","68.75","S UPPORT","Support_containment_rate","2025-02-19"
"35","General Support","General Inquiry","822","816","CoxApp","R","2024-10-04","99.27","S UPPORT","Support_containment_rate","2025-02-19"
"15","Account Settings","Access/Authenticate","52","51","CoxApp","R","2024-10-04","98.08","LOG IN","Login_containment_rate","2025-02-19"
"11","Billing","Payment Method","257","253","CoxApp","R","2024-10-04","98.44","BIL LING","Billing_containment_rate","2025-02-19"
"18","Account Settings","Identity Management - Users","3174","3133","CoxApp","R","2024-10-04","98.71","LOG IN","Login_containment_rate","2025-02-19"
"1","Equipment Support","SmartHelp","1551","1451","CoxApp","R","2024-10-04","93.55","SMART HELP","Smarthelp_containment_rate","2025-02-19"
"9","Billing","Payment Arrangement","3303","3223","CoxApp","R","2024-10-04","97.58","BIL LING","Billing_containment_rate","2025-02-19"
"40","Equipment Support","Device Swap","11","4","CoxApp","R","2024-10-04","36.36","S UPPORT","Support_containment_rate","2025-02-19"
"58","Mobile Support","Mobile General Inquiry","100","97","CoxApp","R","2024-10-04","97.0","S UPPORT","Support_containment_rate","2025-02-19"
"41","Equipment Support","Equipment Return","9","9","CoxApp","R","2024-10-04","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"49","Internet Support","Internet General Inquiry","3","3","CoxApp","R","2024-10-04","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"64","Phone Support","Phone Service Interruption","1","0","CoxApp","R","2024-10-04","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"63","Phone Support","Phone General Support","44","43","CoxApp","R","2024-10-04","97.73","S UPPORT","Support_containment_rate","2025-02-19"
"76","Security Support","Security Mobile App","42","37","CoxApp","R","2024-10-04","88.1","S UPPORT","Support_containment_rate","2025-02-19"
"21","Equipment Support","Add/Upgrade","4","3","CoxApp","R","2024-10-04","75.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Equipment Support","Add/Upgrade","4","3","CoxApp","R","2024-10-04","75.0","S UPPORT","Support_containment_rate","2025-02-19"
"4","Billing","Billing General","24503","24405","CoxApp","R","2024-10-04","99.6","BIL LING","Billing_containment_rate","2025-02-19"
"45","Equipment Support","Reboot","4948","4841","CoxApp","R","2024-10-04","97.84","S UPPORT","Support_containment_rate","2025-02-19"
"6","Billing","EasyPay","1000","978","CoxApp","R","2024-10-04","97.8","BIL LING","Billing_containment_rate","2025-02-19"
"5","Billing","Billing Preferences","273","266","CoxApp","R","2024-10-04","97.44","BIL LING","Billing_containment_rate","2025-02-19"
"26","Equipment Support","None","41","38","CoxApp","R","2024-10-04","92.68","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Equipment Support","None","41","38","CoxApp","R","2024-10-04","92.68","S UPPORT","Support_containment_rate","2025-02-19"
"21","Manage Services","Add/Upgrade","2146","2011","CoxApp","R","2024-10-04","93.71","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Manage Services","Add/Upgrade","2146","2011","CoxApp","R","2024-10-04","93.71","S UPPORT","Support_containment_rate","2025-02-19"
"48","Internet Support","Internet Features","728","713","CoxApp","R","2024-10-04","97.94","S UPPORT","Support_containment_rate","2025-02-19"
"51","Internet Support","Internet Mobile App","1951","1943","CoxApp","R","2024-10-04","99.59","S UPPORT","Support_containment_rate","2025-02-19"
"23","Manage Services","Cox Complete Care","27","21","CoxApp","R","2024-10-04","77.78","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"7","Billing","Non-Pay Suspension/Disconnect","2469","2355","CoxApp","R","2024-10-04","95.38","BIL LING","Billing_containment_rate","2025-02-19"
"24","Manage Services","Disconnect/Downgrade","134","81","CoxApp","R","2024-10-04","60.45","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"75","Security Support","Security General Support","2","2","CoxApp","R","2024-10-04","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"25","Manage Services","Move Address","701","540","CoxApp","R","2024-10-04","77.03","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"52","Internet Support","Internet Service Interruption","256","204","CoxApp","R","2024-10-04","79.69","S UPPORT","Support_containment_rate","2025-02-19"
"8","Billing","Pay Bill","36223","36056","CoxApp","R","2024-10-04","99.54","BIL LING","Billing_containment_rate","2025-02-19"
"30","Manage Services","Repackage","992","886","CoxApp","R","2024-10-04","89.31","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"70","TV Support","TV Mobile App","162","161","CoxApp","R","2024-10-04","99.38","S UPPORT","Support_containment_rate","2025-02-19"
"62","Phone Support","Phone Features","79","79","CoxApp","R","2024-10-04","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"36","General Support","Mobile App","6","5","CoxApp","R","2024-10-04","83.33","S UPPORT","Support_containment_rate","2025-02-19"
"67","TV Support","TV Features","1","1","CoxApp","R","2024-10-04","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"20","Account Settings","Privacy","4","4","CoxApp","R","2024-10-04","100.0","LOG IN","Login_containment_rate","2025-02-19"
"16","Account Settings","Contact Preferences","2","2","CoxApp","R","2024-10-04","100.0","LOG IN","Login_containment_rate","2025-02-19"
"3","Billing","Billing Concern","1497","1262","CoxApp","R","2024-10-04","84.3","BIL LING","Billing_containment_rate","2025-02-19"
"12","Billing","Statement Inquiry","1706","1689","CoxApp","R","2024-10-04","99.0","BIL LING","Billing_containment_rate","2025-02-19"
"17","Account Settings","Identity Management - Profile","1633","1577","CoxApp","R","2024-10-04","96.57","LOG IN","Login_containment_rate","2025-02-19"
"2","Equipment Support","PnP","1972","1736","CoxApp","R","2024-10-04","88.03","SMART HELP","PnP_containment_rate","2025-02-19"
"27","Manage Services","Offer/Deal Inquiry","574","540","CoxApp","R","2024-10-04","94.08","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"69","TV Support","TV General Support","118","114","CoxApp","R","2024-10-04","96.61","S UPPORT","Support_containment_rate","2025-02-19"
"74","Security Support","Security General Inquiry","20","20","CoxApp","R","2024-10-04","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"60","Mobile Support","Mobile Protection Plan","6","0","CoxApp","R","2024-10-04","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"54","Internet Support","Manage Equipment","2","2","CoxApp","R","2024-10-04","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"55","Internet Support","Speedtest","7","7","CoxApp","R","2024-10-04","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"31","Manage Services","Restart/Reconnect Service","2","0","CoxApp","R","2024-10-04","0.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"72","TV Support","TV Service Quality","2","0","CoxApp","R","2024-10-04","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"50","Internet Support","Internet General Support","1384","1361","CoxApp","R","2024-10-03","98.34","S UPPORT","Support_containment_rate","2025-02-19"
"4","Billing","Billing General","25500","25362","CoxApp","R","2024-10-03","99.46","BIL LING","Billing_containment_rate","2025-02-19"
"15","Account Settings","Access/Authenticate","67","65","CoxApp","R","2024-10-03","97.01","LOG IN","Login_containment_rate","2025-02-19"
"62","Phone Support","Phone Features","91","91","CoxApp","R","2024-10-03","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"68","TV Support","TV General Inquiry","27","26","CoxApp","R","2024-10-03","96.3","S UPPORT","Support_containment_rate","2025-02-19"
"18","Account Settings","Identity Management - Users","3323","3275","CoxApp","R","2024-10-03","98.56","LOG IN","Login_containment_rate","2025-02-19"
"13","Billing","Usage Inquiry","11099","10970","CoxApp","R","2024-10-03","98.84","BIL LING","Billing_containment_rate","2025-02-19"
"14","Billing","Usage Inquiry","11099","10970","CoxApp","R","2024-10-03","98.84","DATA USAGE","Datausage_containment_rate","2025-02-19"
"35","General Support","General Inquiry","833","828","CoxApp","R","2024-10-03","99.4","S UPPORT","Support_containment_rate","2025-02-19"
"23","Manage Services","Cox Complete Care","24","19","CoxApp","R","2024-10-03","79.17","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"10","Billing","Payment Concerns","2","0","CoxApp","R","2024-10-03","0.0","BIL LING","Billing_containment_rate","2025-02-19"
"8","Billing","Pay Bill","34317","34085","CoxApp","R","2024-10-03","99.32","BIL LING","Billing_containment_rate","2025-02-19"
"27","Manage Services","Offer/Deal Inquiry","547","498","CoxApp","R","2024-10-03","91.04","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"36","General Support","Mobile App","2","2","CoxApp","R","2024-10-03","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"16","Account Settings","Contact Preferences","4","4","CoxApp","R","2024-10-03","100.0","LOG IN","Login_containment_rate","2025-02-19"
"1","Equipment Support","SmartHelp","1469","1373","CoxApp","R","2024-10-03","93.46","SMART HELP","Smarthelp_containment_rate","2025-02-19"
"69","TV Support","TV General Support","121","117","CoxApp","R","2024-10-03","96.69","S UPPORT","Support_containment_rate","2025-02-19"
"41","Equipment Support","Equipment Return","9","9","CoxApp","R","2024-10-03","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"60","Mobile Support","Mobile Protection Plan","6","0","CoxApp","R","2024-10-03","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"40","Equipment Support","Device Swap","6","1","CoxApp","R","2024-10-03","16.67","S UPPORT","Support_containment_rate","2025-02-19"
"52","Internet Support","Internet Service Interruption","239","191","CoxApp","R","2024-10-03","79.92","S UPPORT","Support_containment_rate","2025-02-19"
"51","Internet Support","Internet Mobile App","1853","1847","CoxApp","R","2024-10-03","99.68","S UPPORT","Support_containment_rate","2025-02-19"
"12","Billing","Statement Inquiry","2001","1971","CoxApp","R","2024-10-03","98.5","BIL LING","Billing_containment_rate","2025-02-19"
"34","General Support","Complaint/Escalation","5","0","CoxApp","R","2024-10-03","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"72","TV Support","TV Service Quality","1","0","CoxApp","R","2024-10-03","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"71","TV Support","TV Service Interruption","1","1","CoxApp","R","2024-10-03","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"45","Equipment Support","Reboot","4534","4407","CoxApp","R","2024-10-03","97.2","S UPPORT","Support_containment_rate","2025-02-19"
"63","Phone Support","Phone General Support","42","42","CoxApp","R","2024-10-03","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"70","TV Support","TV Mobile App","172","172","CoxApp","R","2024-10-03","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"24","Manage Services","Disconnect/Downgrade","124","78","CoxApp","R","2024-10-03","62.9","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"55","Internet Support","Speedtest","4","4","CoxApp","R","2024-10-03","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"42","Equipment Support","Internet Pods","36","35","CoxApp","R","2024-10-03","97.22","S UPPORT","Support_containment_rate","2025-02-19"
"7","Billing","Non-Pay Suspension/Disconnect","2180","2091","CoxApp","R","2024-10-03","95.92","BIL LING","Billing_containment_rate","2025-02-19"
"48","Internet Support","Internet Features","689","680","CoxApp","R","2024-10-03","98.69","S UPPORT","Support_containment_rate","2025-02-19"
"26","Equipment Support","None","47","45","CoxApp","R","2024-10-03","95.74","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Equipment Support","None","47","45","CoxApp","R","2024-10-03","95.74","S UPPORT","Support_containment_rate","2025-02-19"
"54","Internet Support","Manage Equipment","1","1","CoxApp","R","2024-10-03","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"9","Billing","Payment Arrangement","3259","3161","CoxApp","R","2024-10-03","96.99","BIL LING","Billing_containment_rate","2025-02-19"
"59","Mobile Support","Mobile General Support","424","424","CoxApp","R","2024-10-03","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"67","TV Support","TV Features","4","3","CoxApp","R","2024-10-03","75.0","S UPPORT","Support_containment_rate","2025-02-19"
"6","Billing","EasyPay","1158","1135","CoxApp","R","2024-10-03","98.01","BIL LING","Billing_containment_rate","2025-02-19"
"25","Manage Services","Move Address","726","549","CoxApp","R","2024-10-03","75.62","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"30","Manage Services","Repackage","1086","975","CoxApp","R","2024-10-03","89.78","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"2","Equipment Support","PnP","1841","1593","CoxApp","R","2024-10-03","86.53","SMART HELP","PnP_containment_rate","2025-02-19"
"17","Account Settings","Identity Management - Profile","1715","1659","CoxApp","R","2024-10-03","96.73","LOG IN","Login_containment_rate","2025-02-19"
"74","Security Support","Security General Inquiry","19","17","CoxApp","R","2024-10-03","89.47","S UPPORT","Support_containment_rate","2025-02-19"
"29","Manage Services","Remote Replacement","1","0","CoxApp","R","2024-10-03","0.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"21","Manage Services","Add/Upgrade","2151","2025","CoxApp","R","2024-10-03","94.14","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Manage Services","Add/Upgrade","2151","2025","CoxApp","R","2024-10-03","94.14","S UPPORT","Support_containment_rate","2025-02-19"
"3","Billing","Billing Concern","1663","1434","CoxApp","R","2024-10-03","86.23","BIL LING","Billing_containment_rate","2025-02-19"
"58","Mobile Support","Mobile General Inquiry","110","107","CoxApp","R","2024-10-03","97.27","S UPPORT","Support_containment_rate","2025-02-19"
"20","Account Settings","Privacy","3","3","CoxApp","R","2024-10-03","100.0","LOG IN","Login_containment_rate","2025-02-19"
"31","Manage Services","Restart/Reconnect Service","2","1","CoxApp","R","2024-10-03","50.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"33","General Support","All Service Interruption","2882","2817","CoxApp","R","2024-10-03","97.74","S UPPORT","Support_containment_rate","2025-02-19"
"76","Security Support","Security Mobile App","39","38","CoxApp","R","2024-10-03","97.44","S UPPORT","Support_containment_rate","2025-02-19"
"21","Equipment Support","Add/Upgrade","5","4","CoxApp","R","2024-10-03","80.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Equipment Support","Add/Upgrade","5","4","CoxApp","R","2024-10-03","80.0","S UPPORT","Support_containment_rate","2025-02-19"
"53","Internet Support","Internet Service Quality","25","12","CoxApp","R","2024-10-03","48.0","S UPPORT","Support_containment_rate","2025-02-19"
"5","Billing","Billing Preferences","299","295","CoxApp","R","2024-10-03","98.66","BIL LING","Billing_containment_rate","2025-02-19"
"11","Billing","Payment Method","322","319","CoxApp","R","2024-10-03","99.07","BIL LING","Billing_containment_rate","2025-02-19"
"26","Manage Services","None","94","89","CoxApp","R","2024-10-03","94.68","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Manage Services","None","94","89","CoxApp","R","2024-10-03","94.68","S UPPORT","Support_containment_rate","2025-02-19"
"30","Manage Services","Repackage","1004","888","CoxApp","R","2024-10-02","88.45","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"21","Manage Services","Add/Upgrade","2067","1940","CoxApp","R","2024-10-02","93.86","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Manage Services","Add/Upgrade","2067","1940","CoxApp","R","2024-10-02","93.86","S UPPORT","Support_containment_rate","2025-02-19"
"18","Account Settings","Identity Management - Users","3514","3466","CoxApp","R","2024-10-02","98.63","LOG IN","Login_containment_rate","2025-02-19"
"3","Billing","Billing Concern","1574","1317","CoxApp","R","2024-10-02","83.67","BIL LING","Billing_containment_rate","2025-02-19"
"52","Internet Support","Internet Service Interruption","277","212","CoxApp","R","2024-10-02","76.53","S UPPORT","Support_containment_rate","2025-02-19"
"45","Equipment Support","Reboot","4569","4454","CoxApp","R","2024-10-02","97.48","S UPPORT","Support_containment_rate","2025-02-19"
"33","General Support","All Service Interruption","3131","3048","CoxApp","R","2024-10-02","97.35","S UPPORT","Support_containment_rate","2025-02-19"
"12","Billing","Statement Inquiry","2005","1979","CoxApp","R","2024-10-02","98.7","BIL LING","Billing_containment_rate","2025-02-19"
"2","Equipment Support","PnP","1950","1673","CoxApp","R","2024-10-02","85.79","SMART HELP","PnP_containment_rate","2025-02-19"
"9","Billing","Payment Arrangement","2814","2731","CoxApp","R","2024-10-02","97.05","BIL LING","Billing_containment_rate","2025-02-19"
"76","Security Support","Security Mobile App","35","34","CoxApp","R","2024-10-02","97.14","S UPPORT","Support_containment_rate","2025-02-19"
"8","Billing","Pay Bill","27197","26980","CoxApp","R","2024-10-02","99.2","BIL LING","Billing_containment_rate","2025-02-19"
"69","TV Support","TV General Support","110","108","CoxApp","R","2024-10-02","98.18","S UPPORT","Support_containment_rate","2025-02-19"
"23","Manage Services","Cox Complete Care","36","33","CoxApp","R","2024-10-02","91.67","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"67","TV Support","TV Features","5","4","CoxApp","R","2024-10-02","80.0","S UPPORT","Support_containment_rate","2025-02-19"
"31","Manage Services","Restart/Reconnect Service","3","1","CoxApp","R","2024-10-02","33.33","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"72","TV Support","TV Service Quality","7","0","CoxApp","R","2024-10-02","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"60","Mobile Support","Mobile Protection Plan","4","0","CoxApp","R","2024-10-02","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"11","Billing","Payment Method","309","305","CoxApp","R","2024-10-02","98.71","BIL LING","Billing_containment_rate","2025-02-19"
"25","Manage Services","Move Address","749","565","CoxApp","R","2024-10-02","75.43","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"13","Billing","Usage Inquiry","10836","10718","CoxApp","R","2024-10-02","98.91","BIL LING","Billing_containment_rate","2025-02-19"
