"containment_metric_id","primary_intent","primary_intent_detail","sub_contact_id","selfservice_containment","initial_channel","lob","contact_dt","containment_rate","hs_feature_name","cont_display_metric_name","create_dt"
"38","Manage Services","Add/Upgrade","2145","2014","CoxApp","R","2024-10-18","93.89","S UPPORT","Support_containment_rate","2025-02-19"
"55","Internet Support","Speedtest","10","10","CoxApp","R","2024-10-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"56","Mobile Support","Mobile Device Issue","1","1","CoxApp","R","2024-10-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"62","Phone Support","Phone Features","83","83","CoxApp","R","2024-10-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"5","Billing","Billing Preferences","269","260","CoxApp","R","2024-10-18","96.65","BIL LING","Billing_containment_rate","2025-02-19"
"52","Internet Support","Internet Service Interruption","301","243","CoxApp","R","2024-10-18","80.73","S UPPORT","Support_containment_rate","2025-02-19"
"40","Equipment Support","Device Swap","6","2","CoxApp","R","2024-10-18","33.33","S UPPORT","Support_containment_rate","2025-02-19"
"41","Equipment Support","Equipment Return","3","3","CoxApp","R","2024-10-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"68","TV Support","TV General Inquiry","28","28","CoxApp","R","2024-10-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"15","Account Settings","Access/Authenticate","71","69","CoxApp","R","2024-10-18","97.18","LOG IN","Login_containment_rate","2025-02-19"
"59","Mobile Support","Mobile General Support","394","393","CoxApp","R","2024-10-18","99.75","S UPPORT","Support_containment_rate","2025-02-19"
"33","General Support","All Service Interruption","2038","1988","CoxApp","R","2024-10-18","97.55","S UPPORT","Support_containment_rate","2025-02-19"
"1","Equipment Support","SmartHelp","1670","1575","CoxApp","R","2024-10-18","94.31","SMART HELP","Smarthelp_containment_rate","2025-02-19"
"49","Internet Support","Internet General Inquiry","1","1","CoxApp","R","2024-10-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"21","Equipment Support","Add/Upgrade","6","4","CoxApp","R","2024-10-18","66.67","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Equipment Support","Add/Upgrade","6","4","CoxApp","R","2024-10-18","66.67","S UPPORT","Support_containment_rate","2025-02-19"
"67","TV Support","TV Features","5","4","CoxApp","R","2024-10-18","80.0","S UPPORT","Support_containment_rate","2025-02-19"
"30","Manage Services","Repackage","1044","965","CoxApp","R","2024-10-18","92.43","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"23","Manage Services","Cox Complete Care","22","19","CoxApp","R","2024-10-18","86.36","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"4","Billing","Billing General","24112","24015","CoxApp","R","2024-10-18","99.6","BIL LING","Billing_containment_rate","2025-02-19"
"18","Account Settings","Identity Management - Users","3149","3114","CoxApp","R","2024-10-18","98.89","LOG IN","Login_containment_rate","2025-02-19"
"7","Billing","Non-Pay Suspension/Disconnect","2351","2277","CoxApp","R","2024-10-18","96.85","BIL LING","Billing_containment_rate","2025-02-19"
"17","Account Settings","Identity Management - Profile","1570","1526","CoxApp","R","2024-10-18","97.2","LOG IN","Login_containment_rate","2025-02-19"
"51","Internet Support","Internet Mobile App","1813","1801","CoxApp","R","2024-10-18","99.34","S UPPORT","Support_containment_rate","2025-02-19"
"70","TV Support","TV Mobile App","213","210","CoxApp","R","2024-10-18","98.59","S UPPORT","Support_containment_rate","2025-02-19"
"76","Security Support","Security Mobile App","40","40","CoxApp","R","2024-10-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"31","Manage Services","Restart/Reconnect Service","3","0","CoxApp","R","2024-10-18","0.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"50","Internet Support","Internet General Support","1364","1341","CoxApp","R","2024-10-18","98.31","S UPPORT","Support_containment_rate","2025-02-19"
"9","Billing","Payment Arrangement","2981","2907","CoxApp","R","2024-10-18","97.52","BIL LING","Billing_containment_rate","2025-02-19"
"11","Billing","Payment Method","282","279","CoxApp","R","2024-10-18","98.94","BIL LING","Billing_containment_rate","2025-02-19"
"36","General Support","Mobile App","5","5","CoxApp","R","2024-10-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"13","Billing","Usage Inquiry","10832","10745","CoxApp","R","2024-10-18","99.2","BIL LING","Billing_containment_rate","2025-02-19"
"14","Billing","Usage Inquiry","10832","10745","CoxApp","R","2024-10-18","99.2","DATA USAGE","Datausage_containment_rate","2025-02-19"
"26","Equipment Support","None","34","29","CoxApp","R","2024-10-18","85.29","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Equipment Support","None","34","29","CoxApp","R","2024-10-18","85.29","S UPPORT","Support_containment_rate","2025-02-19"
"72","TV Support","TV Service Quality","1","0","CoxApp","R","2024-10-18","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"71","TV Support","TV Service Interruption","1","1","CoxApp","R","2024-10-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"2","Equipment Support","PnP","1813","1583","CoxApp","R","2024-10-17","87.31","SMART HELP","PnP_containment_rate","2025-02-19"
"25","Manage Services","Move Address","588","463","CoxApp","R","2024-10-17","78.74","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"72","TV Support","TV Service Quality","4","0","CoxApp","R","2024-10-17","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"45","Equipment Support","Reboot","4391","4271","CoxApp","R","2024-10-17","97.27","S UPPORT","Support_containment_rate","2025-02-19"
"35","General Support","General Inquiry","756","747","CoxApp","R","2024-10-17","98.81","S UPPORT","Support_containment_rate","2025-02-19"
"23","Manage Services","Cox Complete Care","20","13","CoxApp","R","2024-10-17","65.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"6","Billing","EasyPay","1097","1085","CoxApp","R","2024-10-17","98.91","BIL LING","Billing_containment_rate","2025-02-19"
