"channel_group","month_end","activity","accounts changed target","net revenue target","compl_psu_conn_target"
"Retention","12/1/21","New Connect","2250","224065.7","7096"
"Retention","12/1/21","Transfer","1404","-8176.03","7096"
"Retention","12/1/21","Upgrade","2312","70671.61","7096"
"Retention","12/1/21","Uptier","30341","1268511.89","7096"
"Retention","1/1/22","Disconnect","42958","-4621815.86","6921"
"Retention","1/1/22","Downgrade","22966","-1601303.33","6921"
"Retention","1/1/22","Downtier","93769","-2757252.25","6921"
"Retention","1/1/22","New Connect","2373","227226.15","6921"
"Retention","1/1/22","Transfer","1136","-5939.87","6921"
"Retention","1/1/22","Upgrade","2439","74125.84","6921"
"Retention","1/1/22","Uptier","36431","1349670.2","6921"
"Retention","2/1/22","Disconnect","41848","-4549207.4","6675"
"Retention","2/1/22","Downgrade","21130","-1508064.55","6675"
"Retention","2/1/22","Downtier","82905","-2336278.36","6675"
"Retention","2/1/22","New Connect","1981","201753.83","6675"
"Retention","2/1/22","Transfer","1243","-11859.77","6675"
"Retention","2/1/22","Upgrade","2458","67495.39","6675"
"Retention","2/1/22","Uptier","29837","1009881.24","6675"
"Retention","3/1/22","Disconnect","49201","-5364038.01","8146"
"Retention","3/1/22","Downgrade","22370","-1618645.93","8146"
"Retention","3/1/22","Downtier","85322","-2607670.15","8146"
"Retention","3/1/22","New Connect","2551","253616.09","8146"
"Retention","3/1/22","Transfer","1656","-14500.78","8146"
"Retention","3/1/22","Upgrade","2675","68002.99","8146"
"Retention","3/1/22","Uptier","29206","1110340.17","8146"
"Retention","4/1/22","Disconnect","47996","-5192358.84","7132"
"Retention","4/1/22","Downgrade","18194","-1379182.16","7132"
"Retention","4/1/22","Downtier","75681","-3272768.08","7132"
"Retention","4/1/22","New Connect","2223","218206.81","7132"
"Retention","4/1/22","Transfer","1722","-22148.95","7132"
"Retention","4/1/22","Upgrade","2018","50107.6","7132"
"Retention","4/1/22","Uptier","21739","1103447.77","7132"
"Retention","5/1/22","Disconnect","53641","-5723378.1","7372"
"Retention","5/1/22","Downgrade","15288","-1161158.31","7372"
"Retention","5/1/22","Downtier","77133","-3457907.45","7372"
"Retention","5/1/22","New Connect","2196","218328.36","7372"
"Retention","5/1/22","Transfer","1855","-19395.49","7372"
"Retention","5/1/22","Upgrade","2181","42326.52","7372"
"Retention","5/1/22","Uptier","20461","1062523.31","7372"
"Retention","6/1/22","Disconnect","61611","-6544111.8","8595"
"Retention","6/1/22","Downgrade","16453","-1281384.2","8595"
"Retention","6/1/22","Downtier","74658","-2885947.23","8595"
"Retention","6/1/22","New Connect","2543","243618.66","8595"
"Retention","6/1/22","Transfer","2034","-19900.31","8595"
"Retention","6/1/22","Upgrade","2629","27486.94","8595"
"Retention","6/1/22","Uptier","18961","864328.59","8595"
"Retention","7/1/22","Disconnect","57482","-6058824.4","8706"
"Retention","7/1/22","Downgrade","15549","-1215198.4","8706"
"Retention","7/1/22","Downtier","66852","-2324623.17","8706"
"Retention","7/1/22","New Connect","2559","244774.9","8706"
"Retention","7/1/22","Transfer","2088","-29161.71","8706"
"Retention","7/1/22","Upgrade","2800","21089.21","8706"
"Retention","7/1/22","Uptier","17512","868266.14","8706"
"Retention","8/1/22","Disconnect","56069","-5938563.58","9782"
"Retention","8/1/22","Downgrade","17671","-1384375.84","9782"
"Retention","8/1/22","Downtier","76702","-2550083.52","9782"
"Retention","8/1/22","New Connect","2920","274139.54","9782"
"Retention","8/1/22","Transfer","2176","-22918.4","9782"
"Retention","8/1/22","Upgrade","3402","25812.87","9782"
"Retention","8/1/22","Uptier","19711","1014728.32","9782"
"Retention","9/1/22","Disconnect","52300","-5613684.99","9646"
"Retention","9/1/22","Downgrade","16668","-1301093.64","9646"
"Retention","9/1/22","Downtier","74152","-2561473.03","9646"
"Retention","9/1/22","New Connect","2957","272044.46","9646"
"Retention","9/1/22","Transfer","2123","-20782.1","9646"
"Retention","9/1/22","Upgrade","3322","45995.43","9646"
"Retention","9/1/22","Uptier","22943","1440519.17","9646"
"Retention","10/1/22","Disconnect","44962","-4826171.43","7847"
"Retention","10/1/22","Downgrade","12206","-954100.36","7847"
"Retention","10/1/22","Downtier","72391","-2784952.62","7847"
"Retention","10/1/22","New Connect","2518","263638.53","7847"
"Retention","10/1/22","Transfer","1929","-15746.76","7847"
"Retention","10/1/22","Upgrade","2716","36573.62","7847"
"Retention","10/1/22","Uptier","24874","2021227.46","7847"
"Retention","11/1/22","Disconnect","44757","-4788971.3","6738"
"Retention","11/1/22","Downgrade","14145","-1103322.52","6738"
"Retention","11/1/22","Downtier","72085","-2245191.13","6738"
"Retention","11/1/22","New Connect","2073","202805.54","6738"
"Retention","11/1/22","Transfer","1423","-12807.42","6738"
"Retention","11/1/22","Upgrade","2091","31372.49","6738"
"Retention","11/1/22","Uptier","20811","827646.88","6738"
"Retention","12/1/22","Disconnect","45337","-4851092.2","6429"
"Retention","12/1/22","Downgrade","14153","-1103962.4","6429"
"Retention","12/1/22","Downtier","72127","-2246493.23","6429"
"Retention","12/1/22","New Connect","2085","204038.23","6429"
"Retention","12/1/22","Transfer","1397","-12574.85","6429"
"Retention","12/1/22","Upgrade","2093","31390.69","6429"
"Retention","12/1/22","Uptier","20823","828126.88","6429"
"Retention","1/1/23","Disconnect","43461","-4650360","6686"
"Retention","1/1/23","Downgrade","14265","-1112704.74","6686"
"Retention","1/1/23","Downtier","76734","-2389970.98","6686"
"Retention","1/1/23","New Connect","1884","184425.49","6686"
"Retention","1/1/23","Transfer","1212","-10908.65","6686"
"Retention","1/1/23","Upgrade","2046","30691.8","6686"
"Retention","1/1/23","Uptier","20359","809689.39","6686"
"Retention","2/1/23","Disconnect","41204","-4408840.65","6178"
"Retention","2/1/23","Downgrade","12910","-1007011.01","6178"
"Retention","2/1/23","Downtier","69713","-2171291.75","6178"
"Retention","2/1/23","New Connect","1696","166058.35","6178"
"Retention","2/1/23","Transfer","1222","-11002.42","6178"
"Retention","2/1/23","Upgrade","1893","28392.87","6178"
"Retention","2/1/23","Uptier","18834","749040.51","6178"
"Retention","3/1/23","Disconnect","47868","-5121852.11","7083"
"Retention","3/1/23","Downgrade","13946","-1087825.43","7083"
"Retention","3/1/23","Downtier","75521","-2352188.74","7083"
"Retention","3/1/23","New Connect","1933","189187.57","7083"
"Retention","3/1/23","Transfer","1481","-13331.68","7083"
"Retention","3/1/23","Upgrade","2191","32859.1","7083"
"Retention","3/1/23","Uptier","21797","866865.36","7083"
"Retention","4/1/23","Disconnect","48166","-5153768.27","6823"
"Retention","4/1/23","Downgrade","13860","-1081041.59","6823"
"Retention","4/1/23","Downtier","70446","-2194127.34","6823"
"Retention","4/1/23","New Connect","1851","181175.77","6823"
"Retention","4/1/23","Transfer","1493","-13434.2","6823"
"Retention","4/1/23","Upgrade","2126","31895.85","6823"
"Retention","4/1/23","Uptier","21158","841453.82","6823"
"Retention","5/1/23","Disconnect","54056","-5784035.57","7104"
"Retention","5/1/23","Downgrade","14422","-1124905.05","7104"
"Retention","5/1/23","Downtier","71237","-2218775.7","7104"
"Retention","5/1/23","New Connect","1992","194993.31","7104"
"Retention","5/1/23","Transfer","1546","-13914.72","7104"
"Retention","5/1/23","Upgrade","2265","33979.13","7104"
"Retention","5/1/23","Uptier","22540","896413.34","7104"
"Retention","6/1/23","Disconnect","58887","-6300908.47","7296"
"Retention","6/1/23","Downgrade","15473","-1206885.92","7296"
"Retention","6/1/23","Downtier","73322","-2283721.06","7296"
"Retention","6/1/23","New Connect","2178","213210.47","7296"
"Retention","6/1/23","Transfer","1570","-14127.27","7296"
"Retention","6/1/23","Upgrade","2430","36455.46","7296"
"Retention","6/1/23","Uptier","24183","961742.18","7296"
"Retention","7/1/23","Disconnect","57055","-6104884.98","7464"
"Retention","7/1/23","Downgrade","15781","-1230945.89","7464"
"Retention","7/1/23","Downtier","72477","-2257399.8","7464"
"Retention","7/1/23","New Connect","2263","221513.9","7464"
"Retention","7/1/23","Transfer","1588","-14294.81","7464"
"Retention","7/1/23","Upgrade","2509","37629.55","7464"
"Retention","7/1/23","Uptier","24962","992716.03","7464"
"Retention","8/1/23","Disconnect","56166","-6009711.93","8281"
"Retention","8/1/23","Downgrade","17215","-1342743.62","8281"
"Retention","8/1/23","Downtier","80395","-2504014.98","8281"
"Retention","8/1/23","New Connect","2607","255173.45","8281"
"Retention","8/1/23","Transfer","1518","-13662.58","8281"
"Retention","8/1/23","Upgrade","2770","41547","8281"
"Retention","8/1/23","Uptier","27560","1096063.36","8281"
"Retention","9/1/23","Disconnect","47973","-5133130.18","7288"
"Retention","9/1/23","Downgrade","13919","-1085682.24","7288"
"Retention","9/1/23","Downtier","66472","-2070363.52","7288"
"Retention","9/1/23","New Connect","2127","208256.73","7288"
"Retention","9/1/23","Transfer","1330","-11965.96","7288"
"Retention","9/1/23","Upgrade","2295","34431.59","7288"
"Retention","9/1/23","Uptier","22840","908349.71","7288"
"Retention","10/1/23","Disconnect","47738","-5107927.16","7099"
"Retention","10/1/23","Downgrade","13287","-1036395.31","7099"
"Retention","10/1/23","Downtier","64777","-2017554.51","7099"
"Retention","10/1/23","New Connect","2071","202773.88","7099"
"Retention","10/1/23","Transfer","1327","-11938.87","7099"
"Retention","10/1/23","Upgrade","2247","33709.96","7099"
"Retention","10/1/23","Uptier","22362","889312.23","7099"
"Retention","11/1/23","Disconnect","44908","-4805145.67","5978"
"Retention","11/1/23","Downgrade","12254","-955789.15","5978"
"Retention","11/1/23","Downtier","61308","-1909524.14","5978"
"Retention","11/1/23","New Connect","1987","194503.77","5978"
"Retention","11/1/23","Transfer","1198","-10781.95","5978"
"Retention","11/1/23","Upgrade","2127","31904.95","5978"
"Retention","11/1/23","Uptier","21164","841693.82","5978"
"Retention","12/1/23","Disconnect","44111","-4719831.34","5775"
"Retention","12/1/23","Downgrade","11549","-900783.82","5775"
"Retention","12/1/23","Downtier","62524","-1947402.32","5775"
"Retention","12/1/23","New Connect","1925","188414.72","5775"
"Retention","12/1/23","Transfer","1156","-10403.95","5775"
"Retention","12/1/23","Upgrade","2059","30880.17","5775"
"Retention","12/1/23","Uptier","20484","814658.76","5775"
"Sales Operations","1/1/19","Disconnect","1989","-186007.29","3361"
"Sales Operations","1/1/19","Downgrade","660","-24920.69","3361"
"Sales Operations","1/1/19","Downtier","2522","-44412.15","3361"
"Sales Operations","1/1/19","New Connect","3499","151972.55","3361"
"Sales Operations","1/1/19","Transfer","365","-130769.64","3361"
"Sales Operations","1/1/19","Upgrade","176","7122.52","3361"
"Sales Operations","1/1/19","Uptier","12402","152901.9","3361"
"Sales Operations","2/1/19","Disconnect","1576","-146007.27","3171"
"Sales Operations","2/1/19","Downgrade","542","-22291.35","3171"
"Sales Operations","2/1/19","Downtier","2002","-33124.94","3171"
"Sales Operations","2/1/19","New Connect","3142","121829.04","3171"
"Sales Operations","2/1/19","Transfer","439","-134152.63","3171"
"Sales Operations","2/1/19","Upgrade","138","6688.08","3171"
"Sales Operations","2/1/19","Uptier","10049","126397.63","3171"
"Sales Operations","3/1/19","Disconnect","1866","-174424.3","3284"
"Sales Operations","3/1/19","Downgrade","623","-28542.63","3284"
"Sales Operations","3/1/19","Downtier","2551","-49558.49","3284"
"Sales Operations","3/1/19","New Connect","3183","152406.1","3284"
"Sales Operations","3/1/19","Transfer","559","-156526.77","3284"
"Sales Operations","3/1/19","Upgrade","168","7360.35","3284"
"Sales Operations","3/1/19","Uptier","11079","159558.3","3284"
"Sales Operations","4/1/19","Disconnect","1883","-177166.99","3021"
"Sales Operations","4/1/19","Downgrade","629","-25172.07","3021"
"Sales Operations","4/1/19","Downtier","1323","-39520.62","3021"
"Sales Operations","4/1/19","New Connect","2949","144921.99","3021"
"Sales Operations","4/1/19","Transfer","536","-160918.32","3021"
"Sales Operations","4/1/19","Upgrade","151","6598.35","3021"
"Sales Operations","4/1/19","Uptier","17380","260698.99","3021"
"Sales Operations","5/1/19","Disconnect","2298","-216254.12","3245"
"Sales Operations","5/1/19","Downgrade","708","-36141.6","3245"
"Sales Operations","5/1/19","Downtier","1959","-66081.55","3245"
"Sales Operations","5/1/19","New Connect","3136","159110","3245"
"Sales Operations","5/1/19","Transfer","646","-171021.82","3245"
"Sales Operations","5/1/19","Upgrade","176","8301.76","3245"
"Sales Operations","5/1/19","Uptier","12274","172694.64","3245"
"Sales Operations","6/1/19","Disconnect","2192","-202380.43","2756"
"Sales Operations","6/1/19","Downgrade","584","-27884.86","2756"
"Sales Operations","6/1/19","Downtier","1214","-36510.09","2756"
"Sales Operations","6/1/19","New Connect","3034","167747.69","2756"
"Sales Operations","6/1/19","Transfer","513","-170200.47","2756"
"Sales Operations","6/1/19","Upgrade","157","6954.21","2756"
"Sales Operations","6/1/19","Uptier","11537","184056.12","2756"
"Sales Operations","7/1/19","Disconnect","2346","-219625.29","1513"
"Sales Operations","7/1/19","Downgrade","627","-31862.51","1513"
"Sales Operations","7/1/19","Downtier","1252","-34401.11","1513"
"Sales Operations","7/1/19","New Connect","2087","166153.05","1513"
"Sales Operations","7/1/19","Transfer","325","-159301.38","1513"
"Sales Operations","7/1/19","Upgrade","134","7816.21","1513"
"Sales Operations","7/1/19","Uptier","10861","204390.94","1513"
"Sales Operations","8/1/19","Disconnect","2676","-248606.24","836"
"Sales Operations","8/1/19","Downgrade","623","-32958.8","836"
"Sales Operations","8/1/19","Downtier","1210","-31630.75","836"
"Sales Operations","8/1/19","New Connect","1895","188449.6","836"
"Sales Operations","8/1/19","Transfer","200","-186341.46","836"
"Sales Operations","8/1/19","Upgrade","95","5901.33","836"
"Sales Operations","8/1/19","Uptier","13670","221020.07","836"
"Sales Operations","9/1/19","Disconnect","1901","-179044.44","716"
"Sales Operations","9/1/19","Downgrade","630","-25475.48","716"
"Sales Operations","9/1/19","Downtier","985","-26380.39","716"
"Sales Operations","9/1/19","New Connect","1298","132397.3","716"
"Sales Operations","9/1/19","Transfer","179","-142970.27","716"
"Sales Operations","9/1/19","Upgrade","77","3471.91","716"
"Sales Operations","9/1/19","Uptier","10610","191776.28","716"
"Sales Operations","10/1/19","Disconnect","2386","-215033.73","600"
"Sales Operations","10/1/19","Downgrade","590","-24835.94","600"
"Sales Operations","10/1/19","Downtier","1007","-28635.09","600"
"Sales Operations","10/1/19","New Connect","1561","159511.2","600"
"Sales Operations","10/1/19","Transfer","147","-136505.42","600"
"Sales Operations","10/1/19","Upgrade","71","4213.96","600"
"Sales Operations","10/1/19","Uptier","9527","186083.89","600"
"Sales Operations","11/1/19","Disconnect","1850","-163729.18","490"
"Sales Operations","11/1/19","Downgrade","496","-21333.01","490"
"Sales Operations","11/1/19","Downtier","961","-27869.37","490"
"Sales Operations","11/1/19","New Connect","1332","138489.2","490"
"Sales Operations","11/1/19","Transfer","138","-140949.12","490"
"Sales Operations","11/1/19","Upgrade","61","3295.72","490"
"Sales Operations","11/1/19","Uptier","10362","184765.08","490"
"Sales Operations","12/1/19","Disconnect","1783","-148231.85","392"
"Sales Operations","12/1/19","Downgrade","561","-20614.76","392"
"Sales Operations","12/1/19","Downtier","987","-27164.87","392"
"Sales Operations","12/1/19","New Connect","899","89018.39","392"
"Sales Operations","12/1/19","Transfer","122","-122962.09","392"
"Sales Operations","12/1/19","Upgrade","57","2626.84","392"
"Sales Operations","12/1/19","Uptier","9255","159316.46","392"
"Sales Operations","1/1/20","Disconnect","2149","-193096.76","541"
"Sales Operations","1/1/20","Downgrade","699","-36594.32","541"
"Sales Operations","1/1/20","Downtier","1798","-53582.64","541"
"Sales Operations","1/1/20","New Connect","1036","110477.63","541"
"Sales Operations","1/1/20","Transfer","135","-127001.29","541"
"Sales Operations","1/1/20","Upgrade","71","3167.4","541"
"Sales Operations","1/1/20","Uptier","9833","167026.76","541"
"Sales Operations","2/1/20","Disconnect","1635","-147828.71","445"
"Sales Operations","2/1/20","Downgrade","557","-27832.77","445"
"Sales Operations","2/1/20","Downtier","1324","-38172.78","445"
"Sales Operations","2/1/20","New Connect","781","85520.66","445"
"Sales Operations","2/1/20","Transfer","140","-132587.68","445"
"Sales Operations","2/1/20","Upgrade","48","2716.11","445"
"Sales Operations","2/1/20","Uptier","9601","179099.96","445"
"Sales Operations","3/1/20","Disconnect","1577","-143666.29","423"
"Sales Operations","3/1/20","Downgrade","730","-34829.23","423"
"Sales Operations","3/1/20","Downtier","1623","-57665.99","423"
"Sales Operations","3/1/20","New Connect","401","38331","423"
"Sales Operations","3/1/20","Transfer","99","-128082.41","423"
"Sales Operations","3/1/20","Upgrade","54","2856.67","423"
"Sales Operations","3/1/20","Uptier","12285","193587.22","423"
"Sales Operations","4/1/20","Disconnect","1692","-145421.91","555"
"Sales Operations","4/1/20","Downgrade","792","-38687.4","555"
"Sales Operations","4/1/20","Downtier","2032","-65848.07","555"
"Sales Operations","4/1/20","New Connect","398","33033.17","555"
"Sales Operations","4/1/20","Transfer","94","-84882.54","555"
"Sales Operations","4/1/20","Upgrade","77","3833.1","555"
"Sales Operations","4/1/20","Uptier","14022","200608.23","555"
"Sales Operations","5/1/20","Disconnect","2274","-180934.15","565"
"Sales Operations","5/1/20","Downgrade","1075","-50976.92","565"
"Sales Operations","5/1/20","Downtier","2552","-71645.4","565"
"Sales Operations","5/1/20","New Connect","432","35135.44","565"
"Sales Operations","5/1/20","Transfer","120","-106288.11","565"
"Sales Operations","5/1/20","Upgrade","52","2809.37","565"
"Sales Operations","5/1/20","Uptier","13694","242227.87","565"
"Sales Operations","6/1/20","Disconnect","2447","-204651.62","635"
"Sales Operations","6/1/20","Downgrade","948","-46218.66","635"
"Sales Operations","6/1/20","Downtier","2364","-72432.62","635"
"Sales Operations","6/1/20","New Connect","427","37829.33","635"
"Sales Operations","6/1/20","Transfer","155","-117040.49","635"
"Sales Operations","6/1/20","Upgrade","61","2734.12","635"
"Sales Operations","6/1/20","Uptier","12684","215397.28","635"
"Sales Operations","7/1/20","Disconnect","2569","-210847.66","480"
"Sales Operations","7/1/20","Downgrade","1007","-52928.8","480"
"Sales Operations","7/1/20","Downtier","2544","-72884.16","480"
"Sales Operations","7/1/20","New Connect","325","28109.63","480"
"Sales Operations","7/1/20","Transfer","104","-124306.07","480"
"Sales Operations","7/1/20","Upgrade","56","2561.08","480"
"Sales Operations","7/1/20","Uptier","12841","175833.3","480"
"Sales Operations","8/1/20","Disconnect","2803","-241916.1","571"
"Sales Operations","8/1/20","Downgrade","1233","-67576.84","571"
"Sales Operations","8/1/20","Downtier","3418","-105496.19","571"
"Sales Operations","8/1/20","New Connect","394","30695.17","571"
"Sales Operations","8/1/20","Transfer","107","-148705.11","571"
"Sales Operations","8/1/20","Upgrade","82","3963.66","571"
"Sales Operations","8/1/20","Uptier","12047","168337.28","571"
"Sales Operations","9/1/20","Disconnect","2295","-198987.77","519"
"Sales Operations","9/1/20","Downgrade","1094","-63636.2","519"
"Sales Operations","9/1/20","Downtier","2652","-80587.6","519"
"Sales Operations","9/1/20","New Connect","303","25891.34","519"
"Sales Operations","9/1/20","Transfer","92","-130099.57","519"
"Sales Operations","9/1/20","Upgrade","87","4554.12","519"
"Sales Operations","9/1/20","Uptier","12553","215824.06","519"
"Sales Operations","10/1/20","Disconnect","1712","-145188.75","293"
"Sales Operations","10/1/20","Downgrade","806","-40695.58","293"
"Sales Operations","10/1/20","Downtier","1810","-52055.28","293"
"Sales Operations","10/1/20","New Connect","167","14942.69","293"
"Sales Operations","10/1/20","Transfer","67","-135548.73","293"
"Sales Operations","10/1/20","Upgrade","43","2365.08","293"
"Sales Operations","10/1/20","Uptier","10975","196089.81","293"
"Sales Operations","11/1/20","Disconnect","1393","-110644.16","199"
"Sales Operations","11/1/20","Downgrade","635","-31016.52","199"
"Sales Operations","11/1/20","Downtier","1534","-47496.2","199"
"Sales Operations","11/1/20","New Connect","123","10881.9","199"
"Sales Operations","11/1/20","Transfer","47","-106594.93","199"
"Sales Operations","11/1/20","Upgrade","32","1598.42","199"
"Sales Operations","11/1/20","Uptier","9784","165546.9","199"
"Sales Operations","12/1/20","Disconnect","1274","-109573.99","55"
"Sales Operations","12/1/20","Downgrade","561","-29099.24","55"
"Sales Operations","12/1/20","Downtier","1095","-27086.47","55"
"Sales Operations","12/1/20","New Connect","76","6156.85","55"
"Sales Operations","12/1/20","Transfer","18","-101000.03","55"
"Sales Operations","12/1/20","Upgrade","5","126.82","55"
"Sales Operations","12/1/20","Uptier","12904","213307.94","55"
"Sales Operations","1/1/21","Disconnect","1053","-94403.53","70"
"Sales Operations","1/1/21","Downgrade","513","-24949.53","70"
"Sales Operations","1/1/21","Downtier","887","-21779.85","70"
"Sales Operations","1/1/21","New Connect","84","6166.04","70"
"Sales Operations","1/1/21","Transfer","17","-95977.42","70"
"Sales Operations","1/1/21","Upgrade","6","339.45","70"
"Sales Operations","1/1/21","Uptier","10514","187209.92","70"
"Sales Operations","2/1/21","Disconnect","972","-88513.39","61"
"Sales Operations","2/1/21","Downgrade","493","-25221.96","61"
"Sales Operations","2/1/21","Downtier","886","-23423.23","61"
"Sales Operations","2/1/21","New Connect","83","6809.89","61"
"Sales Operations","2/1/21","Transfer","10","-92808.62","61"
"Sales Operations","2/1/21","Upgrade","14","-413.04","61"
"Sales Operations","2/1/21","Uptier","9924","162287.32","61"
"Sales Operations","3/1/21","Disconnect","1201","-108790.89","67"
"Sales Operations","3/1/21","Downgrade","479","-25842.09","67"
"Sales Operations","3/1/21","Downtier","778","-21976.1","67"
"Sales Operations","3/1/21","New Connect","105","10364.17","67"
"Sales Operations","3/1/21","Transfer","19","-129333.82","67"
"Sales Operations","3/1/21","Upgrade","4","196.49","67"
"Sales Operations","3/1/21","Uptier","9918","133180.83","67"
"Sales Operations","4/1/21","Disconnect","1194","-102570.5","48"
"Sales Operations","4/1/21","Downgrade","434","-26949.09","48"
"Sales Operations","4/1/21","Downtier","746","-19976.02","48"
"Sales Operations","4/1/21","New Connect","95","8048.88","48"
"Sales Operations","4/1/21","Transfer","14","-127568.22","48"
"Sales Operations","4/1/21","Upgrade","5","371.99","48"
"Sales Operations","4/1/21","Uptier","11859","159768.51","48"
"Sales Operations","5/1/21","Disconnect","1233","-103660.03","41"
"Sales Operations","5/1/21","Downgrade","398","-26025.03","41"
"Sales Operations","5/1/21","Downtier","651","-16426.19","41"
"Sales Operations","5/1/21","New Connect","97","7937.34","41"
"Sales Operations","5/1/21","Transfer","6","-119364.15","41"
"Sales Operations","5/1/21","Upgrade","4","47","41"
"Sales Operations","5/1/21","Uptier","11967","145688.58","41"
"Sales Operations","6/1/21","Disconnect","1532","-132236.01","39"
"Sales Operations","6/1/21","Downgrade","547","-37726.42","39"
"Sales Operations","6/1/21","Downtier","872","-22307.07","39"
"Sales Operations","6/1/21","New Connect","95","7587.58","39"
"Sales Operations","6/1/21","Transfer","7","-119082.29","39"
"Sales Operations","6/1/21","Upgrade","8","95.99","39"
"Sales Operations","6/1/21","Uptier","10073","128877.18","39"
"Sales Operations","7/1/21","Disconnect","1519","-127705.36","32"
"Sales Operations","7/1/21","Downgrade","585","-37003.69","32"
"Sales Operations","7/1/21","Downtier","808","-19119.42","32"
"Sales Operations","7/1/21","New Connect","87","6797.99","32"
"Sales Operations","7/1/21","Transfer","4","-122910.28","32"
"Sales Operations","7/1/21","Upgrade","4","124.99","32"
"Sales Operations","7/1/21","Uptier","9434","117349.27","32"
"Sales Operations","8/1/21","Disconnect","1716","-141017.04","33"
"Sales Operations","8/1/21","Downgrade","536","-38547.55","33"
"Sales Operations","8/1/21","Downtier","656","-15704.43","33"
"Sales Operations","8/1/21","New Connect","123","8506.07","33"
"Sales Operations","8/1/21","Transfer","9","-108365.29","33"
"Sales Operations","8/1/21","Upgrade","4","-39.9","33"
"Sales Operations","8/1/21","Uptier","8654","113159.64","33"
"Sales Operations","9/1/21","Disconnect","1444","-118892.02","130"
"Sales Operations","9/1/21","Downgrade","580","-42944.22","130"
"Sales Operations","9/1/21","Downtier","687","-19005.51","130"
"Sales Operations","9/1/21","New Connect","190","12335.14","130"
"Sales Operations","9/1/21","Transfer","2","-63415.66","130"
"Sales Operations","9/1/21","Upgrade","2","99.99","130"
"Sales Operations","9/1/21","Uptier","8965","116506.61","130"
"Sales Operations","10/1/21","Disconnect","1273","-104169.87","54"
"Sales Operations","10/1/21","Downgrade","556","-39815.77","54"
"Sales Operations","10/1/21","Downtier","668","-14522.24","54"
"Sales Operations","10/1/21","New Connect","98","6185.38","54"
"Sales Operations","10/1/21","Transfer","9","-63568.08","54"
"Sales Operations","10/1/21","Upgrade","3","182.97","54"
"Sales Operations","10/1/21","Uptier","9451","122893.01","54"
"Sales Operations","11/1/21","Disconnect","1186","-97325.16","22"
"Sales Operations","11/1/21","Downgrade","612","-43956.65","22"
"Sales Operations","11/1/21","Downtier","666","-15909.1","22"
"Sales Operations","11/1/21","New Connect","43","3837.74","22"
"Sales Operations","11/1/21","Transfer","4","-63333.02","22"
"Sales Operations","11/1/21","Upgrade","3","-2.65","22"
"Sales Operations","11/1/21","Uptier","9750","117560.79","22"
"Sales Operations","12/1/21","Disconnect","1111","-93358.8","33"
"Sales Operations","12/1/21","Downgrade","564","-40379.34","33"
"Sales Operations","12/1/21","Downtier","736","-19010.41","33"
"Sales Operations","12/1/21","New Connect","58","4459.65","33"
"Sales Operations","12/1/21","Transfer","7","-58310.14","33"
"Sales Operations","12/1/21","Upgrade","3","212.97","33"
"Sales Operations","12/1/21","Uptier","7963","95125.51","33"
"Sales Operations","1/1/22","Disconnect","1067","-87789.85","31"
"Sales Operations","1/1/22","Downgrade","501","-35509.73","31"
"Sales Operations","1/1/22","Downtier","697","-16432.92","31"
"Sales Operations","1/1/22","New Connect","46","4125.37","31"
"Sales Operations","1/1/22","Transfer","7","-49415.01","31"
"Sales Operations","1/1/22","Upgrade","3","227.49","31"
"Sales Operations","1/1/22","Uptier","6951","86762.58","31"
"Sales Operations","2/1/22","Disconnect","1000","-80322.09","32"
"Sales Operations","2/1/22","Downgrade","472","-32475.6","32"
"Sales Operations","2/1/22","Downtier","728","-17923.74","32"
"Sales Operations","2/1/22","New Connect","47","4511.06","32"
"Sales Operations","2/1/22","Transfer","10","-43946.5","32"
"Sales Operations","2/1/22","Upgrade","6","167.98","32"
"Sales Operations","2/1/22","Uptier","6718","78905.65","32"
"Sales Operations","3/1/22","Disconnect","961","-83219.94","49"
"Sales Operations","3/1/22","Downgrade","567","-43741.53","49"
"Sales Operations","3/1/22","Downtier","744","-20768.56","49"
"Sales Operations","3/1/22","New Connect","45","5047.46","49"
"Sales Operations","3/1/22","Transfer","18","-46470.56","49"
"Sales Operations","3/1/22","Upgrade","11","483.42","49"
"Sales Operations","3/1/22","Uptier","8514","95325.1","49"
"Sales Operations","4/1/22","Disconnect","1093","-100979.54","24"
"Sales Operations","4/1/22","Downgrade","474","-34629.36","24"
"Sales Operations","4/1/22","Downtier","596","-16520.75","24"
"Sales Operations","4/1/22","New Connect","41","4023.4","24"
"Sales Operations","4/1/22","Transfer","7","-46880.19","24"
"Sales Operations","4/1/22","Upgrade","3","97.99","24"
"Sales Operations","4/1/22","Uptier","7922","94625.73","24"
"Sales Operations","5/1/22","Disconnect","1202","-109059.79","34"
"Sales Operations","5/1/22","Downgrade","467","-36513.75","34"
"Sales Operations","5/1/22","Downtier","620","-18553.17","34"
"Sales Operations","5/1/22","New Connect","63","5897.62","34"
"Sales Operations","5/1/22","Transfer","9","-44008.35","34"
"Sales Operations","5/1/22","Upgrade","2","96","34"
"Sales Operations","5/1/22","Uptier","10782","118887.23","34"
"Sales Operations","6/1/22","Disconnect","1422","-129889.17","29"
"Sales Operations","6/1/22","Downgrade","461","-36482.26","29"
"Sales Operations","6/1/22","Downtier","626","-15960.08","29"
"Sales Operations","6/1/22","New Connect","42","4646.73","29"
