"channel_group","month_end","activity","accounts changed target","net revenue target","compl_psu_conn_target"
"Lead Referral","11/1/20","Transfer","246","-1311.52","1677"
"Lead Referral","11/1/20","Upgrade","263","12453.86","1677"
"Lead Referral","11/1/20","Uptier","878","37894.74","1677"
"Lead Referral","12/1/20","Disconnect","2369","-210912.02","1677"
"Lead Referral","12/1/20","Downgrade","142","-1740.46","1677"
"Lead Referral","12/1/20","Downtier","415","-29263.56","1677"
"Lead Referral","12/1/20","New Connect","3264","300826.04","1677"
"Lead Referral","12/1/20","Transfer","230","-376.65","1677"
"Lead Referral","12/1/20","Upgrade","262","11486.29","1677"
"Lead Referral","12/1/20","Uptier","907","39345.89","1677"
"Lead Referral","1/1/21","Disconnect","1159","-115827.66","1802"
"Lead Referral","1/1/21","Downgrade","202","-8812.4","1802"
"Lead Referral","1/1/21","Downtier","318","-24675.36","1802"
"Lead Referral","1/1/21","New Connect","2258","226307.2","1802"
"Lead Referral","1/1/21","Transfer","213","-1434.3","1802"
"Lead Referral","1/1/21","Upgrade","323","12474.98","1802"
"Lead Referral","1/1/21","Uptier","935","42618.43","1802"
"Lead Referral","2/1/21","Disconnect","1717","-155851.45","1579"
"Lead Referral","2/1/21","Downgrade","288","-11769.7","1579"
"Lead Referral","2/1/21","Downtier","1168","-25489.36","1579"
"Lead Referral","2/1/21","New Connect","4406","402165.36","1579"
"Lead Referral","2/1/21","Transfer","229","-1344.34","1579"
"Lead Referral","2/1/21","Upgrade","246","10840.82","1579"
"Lead Referral","2/1/21","Uptier","1751","88006.87","1579"
"Lead Referral","3/1/21","Disconnect","1906","-185299.04","1996"
"Lead Referral","3/1/21","Downgrade","599","-27755.26","1996"
"Lead Referral","3/1/21","Downtier","250","-12443.89","1996"
"Lead Referral","3/1/21","New Connect","4828","400662.14","1996"
"Lead Referral","3/1/21","Transfer","269","-1107.65","1996"
"Lead Referral","3/1/21","Upgrade","516","12257.63","1996"
"Lead Referral","3/1/21","Uptier","1119","58729.63","1996"
"Lead Referral","4/1/21","Disconnect","1376","-130199.78","1579"
"Lead Referral","4/1/21","Downgrade","360","-9030.22","1579"
"Lead Referral","4/1/21","Downtier","431","-20245.96","1579"
"Lead Referral","4/1/21","New Connect","5420","281030.33","1579"
"Lead Referral","4/1/21","Transfer","253","1014.63","1579"
"Lead Referral","4/1/21","Upgrade","285","11889.27","1579"
"Lead Referral","4/1/21","Uptier","1124","69947.95","1579"
"Lead Referral","5/1/21","Disconnect","1161","-96010.58","1688"
"Lead Referral","5/1/21","Downgrade","245","-2520.44","1688"
"Lead Referral","5/1/21","Downtier","538","-16045.42","1688"
"Lead Referral","5/1/21","New Connect","5664","252702.28","1688"
"Lead Referral","5/1/21","Transfer","248","800.42","1688"
"Lead Referral","5/1/21","Upgrade","259","11423.21","1688"
"Lead Referral","5/1/21","Uptier","2976","211932.66","1688"
"Lead Referral","6/1/21","Disconnect","2246","-151430.26","1583"
"Lead Referral","6/1/21","Downgrade","457","-9564.73","1583"
"Lead Referral","6/1/21","Downtier","863","-32397.23","1583"
"Lead Referral","6/1/21","New Connect","5271","300065.88","1583"
"Lead Referral","6/1/21","Transfer","230","428.84","1583"
"Lead Referral","6/1/21","Upgrade","290","8536.77","1583"
"Lead Referral","6/1/21","Uptier","1630","105594.27","1583"
"Lead Referral","7/1/21","Disconnect","6883","-474838.82","1633"
"Lead Referral","7/1/21","Downgrade","316","-9121.64","1633"
"Lead Referral","7/1/21","Downtier","655","-30359.36","1633"
"Lead Referral","7/1/21","New Connect","6661","356089.18","1633"
"Lead Referral","7/1/21","Transfer","199","1088.52","1633"
"Lead Referral","7/1/21","Upgrade","323","8529.45","1633"
"Lead Referral","7/1/21","Uptier","1401","73663.33","1633"
"Lead Referral","8/1/21","Disconnect","7642","-671400.87","1557"
"Lead Referral","8/1/21","Downgrade","460","-12217.33","1557"
"Lead Referral","8/1/21","Downtier","2490","-183314.77","1557"
"Lead Referral","8/1/21","New Connect","6131","328838.15","1557"
"Lead Referral","8/1/21","Transfer","200","366.36","1557"
"Lead Referral","8/1/21","Upgrade","291","9171.67","1557"
"Lead Referral","8/1/21","Uptier","1062","49260.53","1557"
"Lead Referral","9/1/21","Disconnect","2660","-214749.67","1354"
"Lead Referral","9/1/21","Downgrade","341","-9658.44","1354"
"Lead Referral","9/1/21","Downtier","329","-16721.61","1354"
"Lead Referral","9/1/21","New Connect","4627","253760.26","1354"
"Lead Referral","9/1/21","Transfer","168","-415.7","1354"
"Lead Referral","9/1/21","Upgrade","209","5493.06","1354"
"Lead Referral","9/1/21","Uptier","1125","41396.34","1354"
"Lead Referral","10/1/21","Disconnect","1997","-169435.25","1405"
"Lead Referral","10/1/21","Downgrade","431","-11911.53","1405"
"Lead Referral","10/1/21","Downtier","666","-44587.72","1405"
"Lead Referral","10/1/21","New Connect","4203","240954.71","1405"
"Lead Referral","10/1/21","Transfer","177","-725.31","1405"
"Lead Referral","10/1/21","Upgrade","252","9685.56","1405"
"Lead Referral","10/1/21","Uptier","891","42220.15","1405"
"Lead Referral","11/1/21","Disconnect","1103","-87914.2","1289"
"Lead Referral","11/1/21","Downgrade","571","-4158.77","1289"
"Lead Referral","11/1/21","Downtier","316","-16567.23","1289"
"Lead Referral","11/1/21","New Connect","2857","223949.73","1289"
"Lead Referral","11/1/21","Transfer","134","1344.55","1289"
"Lead Referral","11/1/21","Upgrade","204","8220.2","1289"
"Lead Referral","11/1/21","Uptier","2991","199278.15","1289"
"Lead Referral","12/1/21","Disconnect","876","-75748.3","1347"
"Lead Referral","12/1/21","Downgrade","400","-265.25","1347"
"Lead Referral","12/1/21","Downtier","230","-10788.27","1347"
"Lead Referral","12/1/21","New Connect","4816","232339.75","1347"
"Lead Referral","12/1/21","Transfer","151","-878.02","1347"
"Lead Referral","12/1/21","Upgrade","217","8159.93","1347"
"Lead Referral","12/1/21","Uptier","1377","71522.75","1347"
"Lead Referral","1/1/22","Disconnect","1959","-117730.52","1326"
"Lead Referral","1/1/22","Downgrade","368","-3171.06","1326"
"Lead Referral","1/1/22","Downtier","310","-18529.55","1326"
"Lead Referral","1/1/22","New Connect","4173","238954.17","1326"
"Lead Referral","1/1/22","Transfer","154","-801.3","1326"
"Lead Referral","1/1/22","Upgrade","213","8199.95","1326"
"Lead Referral","1/1/22","Uptier","772","35213.29","1326"
"Lead Referral","2/1/22","Disconnect","1523","-130150.93","1170"
"Lead Referral","2/1/22","Downgrade","172","-3225.31","1170"
"Lead Referral","2/1/22","Downtier","229","-10908.76","1170"
"Lead Referral","2/1/22","New Connect","3722","222444.63","1170"
"Lead Referral","2/1/22","Transfer","174","83.11","1170"
"Lead Referral","2/1/22","Upgrade","143","7866.21","1170"
"Lead Referral","2/1/22","Uptier","776","41717.39","1170"
"Lead Referral","3/1/22","Disconnect","1836","-143324.01","1458"
"Lead Referral","3/1/22","Downgrade","175","-3467.83","1458"
"Lead Referral","3/1/22","Downtier","670","-39665.27","1458"
"Lead Referral","3/1/22","New Connect","3727","270209.33","1458"
"Lead Referral","3/1/22","Transfer","166","200.78","1458"
"Lead Referral","3/1/22","Upgrade","248","8160.6","1458"
"Lead Referral","3/1/22","Uptier","1415","70776.6","1458"
"Lead Referral","4/1/22","Disconnect","935","-85250.18","1221"
"Lead Referral","4/1/22","Downgrade","189","-4824.07","1221"
"Lead Referral","4/1/22","Downtier","295","-9535.62","1221"
"Lead Referral","4/1/22","New Connect","3888","278307.95","1221"
"Lead Referral","4/1/22","Transfer","166","-21.78","1221"
"Lead Referral","4/1/22","Upgrade","175","6286.21","1221"
"Lead Referral","4/1/22","Uptier","605","31295.7","1221"
"Lead Referral","5/1/22","Disconnect","1168","-90109.94","1511"
"Lead Referral","5/1/22","Downgrade","336","-2451.91","1511"
"Lead Referral","5/1/22","Downtier","361","-12854.87","1511"
"Lead Referral","5/1/22","New Connect","5052","309691.56","1511"
"Lead Referral","5/1/22","Transfer","157","-845.06","1511"
"Lead Referral","5/1/22","Upgrade","246","12598.52","1511"
"Lead Referral","5/1/22","Uptier","644","33609.95","1511"
"Lead Referral","6/1/22","Disconnect","1710","-156375.39","1614"
"Lead Referral","6/1/22","Downgrade","329","-9701.71","1614"
"Lead Referral","6/1/22","Downtier","323","-12899.7","1614"
"Lead Referral","6/1/22","New Connect","4857","316375.37","1614"
"Lead Referral","6/1/22","Transfer","210","-225.42","1614"
"Lead Referral","6/1/22","Upgrade","245","7293.34","1614"
"Lead Referral","6/1/22","Uptier","590","30705.99","1614"
"Lead Referral","7/1/22","Disconnect","888","-79253.2","1292"
"Lead Referral","7/1/22","Downgrade","253","-12561.15","1292"
"Lead Referral","7/1/22","Downtier","178","-7100.84","1292"
"Lead Referral","7/1/22","New Connect","4316","255932.99","1292"
"Lead Referral","7/1/22","Transfer","119","-227.62","1292"
"Lead Referral","7/1/22","Upgrade","137","7650.13","1292"
"Lead Referral","7/1/22","Uptier","942","48091.77","1292"
"Lead Referral","8/1/22","Disconnect","1274","-88599.94","481"
"Lead Referral","8/1/22","Downgrade","449","-2400.95","481"
"Lead Referral","8/1/22","Downtier","404","-13648.6","481"
"Lead Referral","8/1/22","New Connect","3964","168987.31","481"
"Lead Referral","8/1/22","Transfer","19","-545.95","481"
"Lead Referral","8/1/22","Upgrade","63","1229.86","481"
"Lead Referral","8/1/22","Uptier","838","53004.72","481"
"Lead Referral","9/1/22","Disconnect","1200","-108797.18","991"
"Lead Referral","9/1/22","Downgrade","240","-6717.3","991"
"Lead Referral","9/1/22","Downtier","145","-7131.87","991"
"Lead Referral","9/1/22","New Connect","4059","240375.94","991"
"Lead Referral","9/1/22","Transfer","119","-264.27","991"
"Lead Referral","9/1/22","Upgrade","185","7845.86","991"
"Lead Referral","9/1/22","Uptier","473","24755.37","991"
"Lead Referral","10/1/22","Disconnect","925","-87684.79","1522"
"Lead Referral","10/1/22","Downgrade","136","-4558.96","1522"
"Lead Referral","10/1/22","Downtier","162","-6076.95","1522"
"Lead Referral","10/1/22","New Connect","2746","208995.65","1522"
"Lead Referral","10/1/22","Transfer","152","267.67","1522"
"Lead Referral","10/1/22","Upgrade","115","4692.63","1522"
"Lead Referral","10/1/22","Uptier","619","27367.46","1522"
"Lead Referral","11/1/22","Disconnect","1736","-156224.74","1405"
"Lead Referral","11/1/22","Downgrade","250","-7221.44","1405"
"Lead Referral","11/1/22","Downtier","290","-13418.52","1405"
"Lead Referral","11/1/22","New Connect","3516","206863.17","1405"
"Lead Referral","11/1/22","Transfer","136","253.19","1405"
"Lead Referral","11/1/22","Upgrade","282","7454.8","1405"
"Lead Referral","11/1/22","Uptier","1096","57607.52","1405"
"Lead Referral","12/1/22","Disconnect","1761","-158522.52","1375"
"Lead Referral","12/1/22","Downgrade","250","-7225.62","1375"
"Lead Referral","12/1/22","Downtier","290","-13426.3","1375"
"Lead Referral","12/1/22","New Connect","3441","202513.37","1375"
"Lead Referral","12/1/22","Transfer","133","248.59","1375"
"Lead Referral","12/1/22","Upgrade","282","7459.13","1375"
"Lead Referral","12/1/22","Uptier","1096","57640.93","1375"
"Lead Referral","1/1/23","Disconnect","1703","-153303.52","1025"
"Lead Referral","1/1/23","Downgrade","245","-7064.75","1025"
"Lead Referral","1/1/23","Downtier","283","-13127.38","1025"
"Lead Referral","1/1/23","New Connect","3809","223797.23","1025"
"Lead Referral","1/1/23","Transfer","134","249.16","1025"
"Lead Referral","1/1/23","Upgrade","276","7293.05","1025"
"Lead Referral","1/1/23","Uptier","1072","56357.6","1025"
"Lead Referral","2/1/23","Disconnect","1615","-145341.61","948"
"Lead Referral","2/1/23","Downgrade","226","-6535.57","948"
"Lead Referral","2/1/23","Downtier","262","-12144.08","948"
"Lead Referral","2/1/23","New Connect","3430","201509.02","948"
"Lead Referral","2/1/23","Transfer","135","251.3","948"
"Lead Referral","2/1/23","Upgrade","255","6746.78","948"
"Lead Referral","2/1/23","Uptier","992","52136.2","948"
"Lead Referral","3/1/23","Disconnect","1876","-168846.7","1086"
"Lead Referral","3/1/23","Downgrade","262","-7563.63","1086"
"Lead Referral","3/1/23","Downtier","303","-14054.36","1086"
"Lead Referral","3/1/23","New Connect","3907","229575.94","1086"
"Lead Referral","3/1/23","Transfer","163","304.5","1086"
"Lead Referral","3/1/23","Upgrade","296","7808.05","1086"
"Lead Referral","3/1/23","Uptier","1148","60337.28","1086"
"Lead Referral","4/1/23","Disconnect","1888","-169898.85","1046"
"Lead Referral","4/1/23","Downgrade","254","-7341.91","1046"
"Lead Referral","4/1/23","Downtier","294","-13642.37","1046"
"Lead Referral","4/1/23","New Connect","3742","219853.76","1046"
"Lead Referral","4/1/23","Transfer","165","306.84","1046"
"Lead Referral","4/1/23","Upgrade","287","7579.16","1046"
"Lead Referral","4/1/23","Uptier","1114","58568.53","1046"
"Lead Referral","5/1/23","Disconnect","2119","-190676.21","1090"
"Lead Referral","5/1/23","Downgrade","271","-7821.44","1090"
"Lead Referral","5/1/23","Downtier","314","-14533.42","1090"
"Lead Referral","5/1/23","New Connect","4027","236621.11","1090"
"Lead Referral","5/1/23","Transfer","170","317.82","1090"
"Lead Referral","5/1/23","Upgrade","306","8074.2","1090"
"Lead Referral","5/1/23","Uptier","1187","62393.94","1090"
"Lead Referral","6/1/23","Disconnect","2308","-207715.41","1148"
"Lead Referral","6/1/23","Downgrade","291","-8391.45","1148"
"Lead Referral","6/1/23","Downtier","336","-15592.59","1148"
"Lead Referral","6/1/23","New Connect","4404","258727.32","1148"
"Lead Referral","6/1/23","Transfer","173","322.67","1148"
"Lead Referral","6/1/23","Upgrade","328","8662.63","1148"
"Lead Referral","6/1/23","Uptier","1273","66941.08","1148"
"Lead Referral","7/1/23","Disconnect","2236","-201253.31","983"
"Lead Referral","7/1/23","Downgrade","300","-8661.71","983"
"Lead Referral","7/1/23","Downtier","347","-16094.76","983"
"Lead Referral","7/1/23","New Connect","4575","268803.4","983"
"Lead Referral","7/1/23","Transfer","175","326.5","983"
"Lead Referral","7/1/23","Upgrade","339","8941.62","983"
"Lead Referral","7/1/23","Uptier","1314","69096.99","983"
"Lead Referral","8/1/23","Disconnect","2201","-198115.84","1303"
"Lead Referral","8/1/23","Downgrade","331","-9563.44","1303"
"Lead Referral","8/1/23","Downtier","383","-17770.31","1303"
"Lead Referral","8/1/23","New Connect","5270","309648.69","1303"
"Lead Referral","8/1/23","Transfer","167","312.06","1303"
"Lead Referral","8/1/23","Upgrade","374","9872.49","1303"
"Lead Referral","8/1/23","Uptier","1451","76290.37","1303"
"Lead Referral","9/1/23","Disconnect","1880","-169218.5","1118"
"Lead Referral","9/1/23","Downgrade","275","-7925.59","1118"
"Lead Referral","9/1/23","Downtier","318","-14726.94","1118"
"Lead Referral","9/1/23","New Connect","4301","252716.04","1118"
"Lead Referral","9/1/23","Transfer","147","273.31","1118"
"Lead Referral","9/1/23","Upgrade","310","8181.71","1118"
"Lead Referral","9/1/23","Uptier","1202","63224.75","1118"
"Lead Referral","10/1/23","Disconnect","1871","-168387.65","1089"
"Lead Referral","10/1/23","Downgrade","269","-7759.48","1089"
"Lead Referral","10/1/23","Downtier","311","-14418.29","1089"
"Lead Referral","10/1/23","New Connect","4188","246062.7","1089"
"Lead Referral","10/1/23","Transfer","146","272.69","1089"
"Lead Referral","10/1/23","Upgrade","303","8010.24","1089"
"Lead Referral","10/1/23","Uptier","1177","61899.67","1089"
"Lead Referral","11/1/23","Disconnect","1760","-158406.18","1019"
"Lead Referral","11/1/23","Downgrade","254","-7344","1019"
"Lead Referral","11/1/23","Downtier","294","-13646.26","1019"
"Lead Referral","11/1/23","New Connect","4017","236027.06","1019"
"Lead Referral","11/1/23","Transfer","132","246.26","1019"
"Lead Referral","11/1/23","Upgrade","287","7581.33","1019"
"Lead Referral","11/1/23","Uptier","1114","58585.24","1019"
"Lead Referral","12/1/23","Disconnect","1729","-155593.71","984"
"Lead Referral","12/1/23","Downgrade","246","-7108.11","984"
"Lead Referral","12/1/23","Downtier","285","-13207.94","984"
"Lead Referral","12/1/23","New Connect","3891","228638.1","984"
"Lead Referral","12/1/23","Transfer","127","237.63","984"
"Lead Referral","12/1/23","Upgrade","278","7337.82","984"
"Lead Referral","12/1/23","Uptier","1078","56703.49","984"
"Online","1/1/19","Disconnect","711","-70851.2","70083"
"Online","1/1/19","Downgrade","1279","-93544.32","70083"
"Online","1/1/19","Downtier","1983","-55112.92","70083"
"Online","1/1/19","New Connect","39114","2874092.39","70083"
"Online","1/1/19","Transfer","8800","281015.01","70083"
"Online","1/1/19","Upgrade","2234","103298.94","70083"
"Online","1/1/19","Uptier","18788","687283.21","70083"
"Online","2/1/19","Disconnect","960","-94318.78","62200"
"Online","2/1/19","Downgrade","1182","-85844.76","62200"
"Online","2/1/19","Downtier","1859","-47668.03","62200"
"Online","2/1/19","New Connect","34303","2582012.19","62200"
"Online","2/1/19","Transfer","8686","121302.06","62200"
"Online","2/1/19","Upgrade","1838","83470.82","62200"
"Online","2/1/19","Uptier","17660","747300.18","62200"
"Online","3/1/19","Disconnect","1431","-144358.92","76006"
"Online","3/1/19","Downgrade","1940","-54874.54","76006"
"Online","3/1/19","Downtier","2769","-67065.36","76006"
"Online","3/1/19","New Connect","41235","3078794.91","76006"
"Online","3/1/19","Transfer","11162","98891.82","76006"
"Online","3/1/19","Upgrade","2030","97484.63","76006"
"Online","3/1/19","Uptier","15757","503262.42","76006"
"Online","4/1/19","Disconnect","1555","-153132.24","73079"
"Online","4/1/19","Downgrade","4577","-59284.4","73079"
"Online","4/1/19","Downtier","3067","-71117.77","73079"
"Online","4/1/19","New Connect","37979","2789448.03","73079"
"Online","4/1/19","Transfer","10917","116281.69","73079"
"Online","4/1/19","Upgrade","2135","103738.63","73079"
"Online","4/1/19","Uptier","19244","500818.54","73079"
"Online","5/1/19","Disconnect","1588","-154660.26","76985"
"Online","5/1/19","Downgrade","4822","-60616.9","76985"
"Online","5/1/19","Downtier","3159","-82285.03","76985"
"Online","5/1/19","New Connect","42046","2999788.57","76985"
"Online","5/1/19","Transfer","11354","115390.41","76985"
"Online","5/1/19","Upgrade","1996","95662.83","76985"
