"CUSTOMER_CATEGORY_DESC","E2E_FINAL_TREATMENT","customer_status_cd","contact_date","Type","channel","customer_key","contact_id","subcontact_id","total_agents","interactions","self_service","chat_count","call_count"
"INTERNAL COX ACCOUNT","Bronze","A","2024-10-01","Single/Mutiple Account Location","Digital First","52","52","69","3","322","66","3","0"
"INTERNAL COX ACCOUNT","Diamond","A","2024-10-01","Single/Mutiple Account Location","Phone First","13","13","15","12","44","6","0","12"
"MASTER ACCOUNT/DEVELOPMENT","Diamond","A","2024-10-01","Single/Mutiple Account Location","Phone First","1","1","1","1","2","0","0","1"
"MASTER ACCOUNT/DEVELOPMENT","Diamond","A","2024-10-01","Single/Mutiple Relation Location","Phone First","1","1","1","1","2","0","0","1"
"MASTER ACCOUNT/DEVELOPMENT","Silver","A","2024-10-01","Single/Mutiple Relation Location","Phone First","3","3","3","4","11","0","0","4"
"MASTER ACCOUNT/DEVELOPMENT","Silver","A","2024-10-01","Single/Mutiple Account Location","Phone First","3","3","3","4","11","0","0","4"
"NATIONAL COMMERCIAL","Diamond","A","2024-10-01","Single/Mutiple Relation Location","Digital First","1","1","1","0","1","1","0","0"
"NATIONAL COMMERCIAL","Bronze","A","2024-10-01","Single/Mutiple Account Location","Phone First","212","212","219","111","366","122","0","111"
"NATIONAL COMMERCIAL","Bronze","A","2024-10-01","Single/Mutiple Account Location","Digital First","13","13","14","2","751","12","2","0"
"NATIONAL COMMERCIAL","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Digital First","13","13","14","2","751","12","2","0"
"NATIONAL COMMERCIAL","Silver","A","2024-10-01","Single/Mutiple Account Location","Phone First","31","31","31","26","61","9","0","26"
"NATIONAL COMMERCIAL","Diamond","A","2024-10-01","Single/Mutiple Account Location","Phone First","28","28","30","19","59","12","0","19"
"NATIONAL COMMERCIAL","Silver","A","2024-10-01","Single/Mutiple Relation Location","Phone First","31","31","31","26","61","9","0","26"
"NATIONAL COMMERCIAL","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Phone First","212","212","219","111","366","122","0","111"
"NATIONAL COMMERCIAL","Diamond","A","2024-10-01","Single/Mutiple Account Location","Digital First","1","1","1","0","1","1","0","0"
"NATIONAL COMMERCIAL","Diamond","A","2024-10-01","Single/Mutiple Relation Location","Phone First","28","28","30","19","59","12","0","19"
"CARRIER","Bronze","A","2024-11-01","Single/Mutiple Account Location","Digital First","1","1","1","0","1","1","0","0"
"CARRIER","Bronze","A","2024-11-01","Single/Mutiple Relation Location","Digital First","1","1","1","0","1","1","0","0"
"CB BRONZE","Bronze","A","2024-11-01","Single/Mutiple Relation Location","Phone First","3652","3652","3829","2096","7078","2007","9","2087"
"CB BRONZE","Diamond","A","2024-11-01","Single/Mutiple Account Location","Phone First","1","1","1","0","1","1","0","0"
"CB BRONZE","Diamond","A","2024-11-01","Single/Mutiple Relation Location","Phone First","1","1","1","0","1","1","0","0"
"CB BRONZE","Bronze","A","2024-11-01","Single/Mutiple Account Location","Phone First","3652","3652","3829","2096","7078","2007","9","2087"
"CB BRONZE","Bronze","A","2024-11-01","Single/Mutiple Account Location","Digital First","200","200","212","126","524","104","97","29"
"CB BRONZE","Bronze","A","2024-11-01","Single/Mutiple Relation Location","Digital First","200","200","212","126","524","104","97","29"
"CB DIAMOND","Diamond","A","2024-11-01","Single/Mutiple Account Location","Phone First","91","91","95","70","200","40","0","70"
"CB DIAMOND","Diamond","A","2024-11-01","Single/Mutiple Relation Location","Phone First","91","91","95","70","200","40","0","70"
"CB PLATINUM","Diamond","A","2024-11-01","Single/Mutiple Relation Location","Phone First","1","1","1","0","1","1","0","0"
"CB PLATINUM","Diamond","A","2024-11-01","Single/Mutiple Account Location","Phone First","1","1","1","0","1","1","0","0"
"CB SILVER","Silver","A","2024-11-01","Single/Mutiple Relation Location","Phone First","148","148","153","114","324","58","0","114"
"CB SILVER","Silver","A","2024-11-01","Single/Mutiple Account Location","Digital First","12","12","13","4","26","9","4","0"
"CB SILVER","Silver","A","2024-11-01","Single/Mutiple Relation Location","Digital First","12","12","13","4","26","9","4","0"
"CB SILVER","Silver","A","2024-11-01","Single/Mutiple Account Location","Phone First","148","148","153","114","324","58","0","114"
"INTERNAL COX ACCOUNT","Bronze","A","2024-11-01","Single/Mutiple Account Location","Phone First","18","18","21","16","52","6","0","16"
"INTERNAL COX ACCOUNT","Bronze","A","2024-11-01","Single/Mutiple Account Location","Digital First","3","3","3","0","9","3","0","0"
"INTERNAL COX ACCOUNT","Bronze","A","2024-11-01","Single/Mutiple Relation Location","Phone First","18","18","21","16","52","6","0","16"
"INTERNAL COX ACCOUNT","Bronze","A","2024-11-01","Single/Mutiple Relation Location","Digital First","3","3","3","0","9","3","0","0"
"NATIONAL COMMERCIAL","Diamond","A","2024-11-01","Single/Mutiple Account Location","Phone First","4","4","4","3","7","1","0","3"
"NATIONAL COMMERCIAL","Diamond","A","2024-11-01","Single/Mutiple Relation Location","Phone First","4","4","4","3","7","1","0","3"
"NATIONAL COMMERCIAL","Bronze","A","2024-11-01","Single/Mutiple Relation Location","Phone First","8","8","8","8","18","2","0","8"
"NATIONAL COMMERCIAL","Bronze","A","2024-11-01","Single/Mutiple Account Location","Phone First","8","8","8","8","18","2","0","8"
